,Dates,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
373,10/18/2009,-1.864754563,-2.116425096,-1.948031036,-1.810503355,-1.916354799,-2.000531253,-2.208692106,-2.279239876,-2.345737535,-2.436457513,-2.406971525,-2.31546427,-2.044415863,-2.119504773,-2.129943037,-1.668804799,-1.831166788,-2.006317246,-1.784438685,-1.707043228,-1.787736905
374,10/19/2009,-1.878254275,-1.864754563,-2.116425096,-1.984373007,-1.810503355,-1.916354799,-2.319613822,-2.208692106,-2.279239876,-2.397979962,-2.436457513,-2.406971525,-2.07778521,-2.044415863,-2.119504773,-1.815385471,-1.668804799,-1.831166788,-1.76404204,-1.784438685,-1.707043228
375,10/20/2009,-1.841219982,-1.878254275,-1.864754563,-1.738125424,-1.984373007,-1.810503355,-2.399530435,-2.319613822,-2.208692106,-2.401523352,-2.397979962,-2.436457513,-2.042154231,-2.07778521,-2.044415863,-1.876453219,-1.815385471,-1.668804799,-1.815023393,-1.76404204,-1.784438685
376,10/21/2009,-1.847756534,-1.841219982,-1.878254275,-1.939218021,-1.738125424,-1.984373007,-2.351878362,-2.399530435,-2.319613822,-2.377840716,-2.401523352,-2.397979962,-2.005736004,-2.042154231,-2.07778521,-1.946170519,-1.876453219,-1.815385471,-1.616727433,-1.815023393,-1.76404204
377,10/22/2009,-1.798203362,-1.847756534,-1.841219982,-1.770671292,-1.939218021,-1.738125424,-2.361014727,-2.351878362,-2.399530435,-2.463983853,-2.377840716,-2.401523352,-2.182011286,-2.005736004,-2.042154231,-1.873215196,-1.946170519,-1.876453219,-1.603188373,-1.616727433,-1.815023393
378,10/25/2009,-2.005909579,-1.798203362,-1.847756534,-2.030549814,-1.770671292,-1.939218021,-2.335270696,-2.361014727,-2.351878362,-2.558840995,-2.463983853,-2.377840716,-1.933410858,-2.182011286,-2.005736004,-2.092283812,-1.873215196,-1.946170519,-1.853357311,-1.603188373,-1.616727433
379,10/26/2009,-1.906666848,-2.005909579,-1.798203362,-1.90067188,-2.030549814,-1.770671292,-2.244196506,-2.335270696,-2.361014727,-2.363202793,-2.558840995,-2.463983853,-2.162470271,-1.933410858,-2.182011286,-1.749280662,-2.092283812,-1.873215196,-1.785290728,-1.853357311,-1.603188373
380,10/27/2009,-1.915297992,-1.906666848,-2.005909579,-1.85696856,-1.90067188,-2.030549814,-2.101485106,-2.244196506,-2.335270696,-2.311413346,-2.363202793,-2.558840995,-2.070215462,-2.162470271,-1.933410858,-1.808942901,-1.749280662,-2.092283812,-1.67327942,-1.785290728,-1.853357311
381,10/28/2009,-1.692907043,-1.915297992,-1.906666848,-1.959998284,-1.85696856,-1.90067188,-2.36577308,-2.101485106,-2.244196506,-2.309818961,-2.311413346,-2.363202793,-2.085719645,-2.070215462,-2.162470271,-1.49542189,-1.808942901,-1.749280662,-1.528211251,-1.67327942,-1.785290728
382,10/29/2009,-1.673693464,-1.692907043,-1.915297992,-1.946575465,-1.959998284,-1.85696856,-2.349116746,-2.36577308,-2.101485106,-2.312418881,-2.309818961,-2.311413346,-1.94648238,-2.085719645,-2.070215462,-1.667357675,-1.49542189,-1.808942901,-1.389954385,-1.528211251,-1.67327942
383,11/1/2009,-1.706187989,-1.673693464,-1.692907043,-1.815577697,-1.946575465,-1.959998284,-2.044425522,-2.349116746,-2.36577308,-2.294127423,-2.312418881,-2.309818961,-1.968878511,-1.94648238,-2.085719645,-1.813102733,-1.667357675,-1.49542189,-1.470642491,-1.389954385,-1.528211251
384,11/2/2009,-1.569324867,-1.706187989,-1.673693464,-1.83853048,-1.815577697,-1.946575465,-2.225487979,-2.044425522,-2.349116746,-2.148197539,-2.294127423,-2.312418881,-1.859498661,-1.968878511,-1.94648238,-1.556248852,-1.813102733,-1.667357675,-1.344768413,-1.470642491,-1.389954385
385,11/3/2009,-1.589307164,-1.569324867,-1.706187989,-1.885555252,-1.83853048,-1.815577697,-2.175949887,-2.225487979,-2.044425522,-2.179638649,-2.148197539,-2.294127423,-2.066214784,-1.859498661,-1.968878511,-1.731171482,-1.556248852,-1.813102733,-1.417318841,-1.344768413,-1.470642491
386,11/4/2009,-1.697843824,-1.589307164,-1.569324867,-1.993171884,-1.885555252,-1.83853048,-2.323509955,-2.175949887,-2.225487979,-2.338103012,-2.179638649,-2.148197539,-2.220980692,-2.066214784,-1.859498661,-1.858373913,-1.731171482,-1.556248852,-1.581120212,-1.417318841,-1.344768413
387,11/5/2009,-1.918080347,-1.697843824,-1.589307164,-2.013243428,-1.993171884,-1.885555252,-2.348873966,-2.323509955,-2.175949887,-2.337222627,-2.338103012,-2.179638649,-2.036003048,-2.220980692,-2.066214784,-1.947238743,-1.858373913,-1.731171482,-1.764346097,-1.581120212,-1.417318841
388,11/8/2009,-1.875578618,-1.918080347,-1.697843824,-1.919365419,-2.013243428,-1.993171884,-2.352477345,-2.348873966,-2.323509955,-2.38871603,-2.337222627,-2.338103012,-2.352109047,-2.036003048,-2.220980692,-1.963374665,-1.947238743,-1.858373913,-1.70168465,-1.764346097,-1.581120212
389,11/9/2009,-2.154262864,-1.875578618,-1.918080347,-2.105552553,-1.919365419,-2.013243428,-2.452179714,-2.352477345,-2.348873966,-2.526404546,-2.38871603,-2.337222627,-2.239726351,-2.352109047,-2.036003048,-2.060951312,-1.963374665,-1.947238743,-1.939416685,-1.70168465,-1.764346097
390,11/10/2009,-2.057798227,-2.154262864,-1.875578618,-2.067011348,-2.105552553,-1.919365419,-2.401122968,-2.452179714,-2.352477345,-2.460215798,-2.526404546,-2.38871603,-2.018007538,-2.239726351,-2.352109047,-1.813288861,-2.060951312,-1.963374665,-1.759795193,-1.939416685,-1.70168465
391,11/11/2009,-2.07543124,-2.057798227,-2.154262864,-2.304357833,-2.067011348,-2.105552553,-2.478191895,-2.401122968,-2.452179714,-2.517340114,-2.460215798,-2.526404546,-2.127834457,-2.018007538,-2.239726351,-2.120567304,-1.813288861,-2.060951312,-1.959054705,-1.759795193,-1.939416685
392,11/12/2009,-1.751999593,-2.07543124,-2.057798227,-1.999059537,-2.304357833,-2.067011348,-2.325929325,-2.478191895,-2.401122968,-2.370259386,-2.517340114,-2.460215798,-2.190275423,-2.127834457,-2.018007538,-1.824883937,-2.120567304,-1.813288861,-1.806687881,-1.959054705,-1.759795193
393,11/15/2009,-2.077946376,-1.751999593,-2.07543124,-2.113364381,-1.999059537,-2.304357833,-2.534117419,-2.325929325,-2.478191895,-2.502653989,-2.370259386,-2.517340114,-2.357422924,-2.190275423,-2.127834457,-1.996069327,-1.824883937,-2.120567304,-1.861628382,-1.806687881,-1.959054705
394,11/16/2009,-2.115688577,-2.077946376,-1.751999593,-2.071487979,-2.113364381,-1.999059537,-2.246743062,-2.534117419,-2.325929325,-2.288420748,-2.502653989,-2.370259386,-2.272115017,-2.357422924,-2.190275423,-1.910355374,-1.996069327,-1.824883937,-1.940523702,-1.861628382,-1.806687881
395,11/17/2009,-1.842811219,-2.115688577,-2.077946376,-1.952562389,-2.071487979,-2.113364381,-2.276563509,-2.246743062,-2.534117419,-2.302734467,-2.288420748,-2.502653989,-2.262188542,-2.272115017,-2.357422924,-1.98171997,-1.910355374,-1.996069327,-1.819047378,-1.940523702,-1.861628382
396,11/18/2009,-2.040315644,-1.842811219,-2.115688577,-2.032155834,-1.952562389,-2.071487979,-2.308981479,-2.276563509,-2.246743062,-2.375108229,-2.302734467,-2.288420748,-2.193440338,-2.262188542,-2.272115017,-2.004652965,-1.98171997,-1.910355374,-1.940187069,-1.819047378,-1.940523702
397,11/19/2009,-1.902504335,-2.040315644,-1.842811219,-1.964706712,-2.032155834,-1.952562389,-2.334151639,-2.308981479,-2.276563509,-2.43887772,-2.375108229,-2.302734467,-2.383218181,-2.193440338,-2.262188542,-1.975834474,-2.004652965,-1.98171997,-1.701341286,-1.940187069,-1.819047378
398,11/22/2009,-1.747960363,-1.902504335,-2.040315644,-2.001478534,-1.964706712,-2.032155834,-2.310964551,-2.334151639,-2.308981479,-2.337024238,-2.43887772,-2.375108229,-2.268074896,-2.383218181,-2.193440338,-1.910425754,-1.975834474,-2.004652965,-1.729433041,-1.701341286,-1.940187069
399,11/23/2009,-2.004881775,-1.747960363,-1.902504335,-1.990470244,-2.001478534,-1.964706712,-2.422538856,-2.310964551,-2.334151639,-2.492913829,-2.337024238,-2.43887772,-2.418379555,-2.268074896,-2.383218181,-1.94144263,-1.910425754,-1.975834474,-1.809358212,-1.729433041,-1.701341286
400,11/24/2009,-1.947385576,-2.004881775,-1.747960363,-2.174647018,-1.990470244,-2.001478534,-2.427042013,-2.422538856,-2.310964551,-2.445958012,-2.492913829,-2.337024238,-2.277318419,-2.418379555,-2.268074896,-1.945719611,-1.94144263,-1.910425754,-1.800291187,-1.809358212,-1.729433041
401,11/25/2009,-2.102850517,-1.947385576,-2.004881775,-2.044678461,-2.174647018,-1.990470244,-2.290594062,-2.427042013,-2.422538856,-2.396935562,-2.445958012,-2.492913829,-2.328288727,-2.277318419,-2.418379555,-1.882163802,-1.945719611,-1.94144263,-1.911636212,-1.800291187,-1.809358212
402,11/26/2009,-1.77913655,-2.102850517,-1.947385576,-1.979226608,-2.044678461,-2.174647018,-2.058397378,-2.290594062,-2.427042013,-2.276538548,-2.396935562,-2.445958012,-2.221106652,-2.328288727,-2.277318419,-1.895057681,-1.882163802,-1.945719611,-1.678398191,-1.911636212,-1.800291187
403,11/29/2009,-1.512321167,-1.77913655,-2.102850517,-1.783946745,-1.979226608,-2.044678461,-1.833979424,-2.058397378,-2.290594062,-1.96072402,-2.276538548,-2.396935562,-1.867688808,-2.221106652,-2.328288727,-1.553346711,-1.895057681,-1.882163802,-1.303661535,-1.678398191,-1.911636212
404,11/30/2009,-1.765116988,-1.512321167,-1.77913655,-1.834085478,-1.783946745,-1.979226608,-2.057378933,-1.833979424,-2.058397378,-2.188732588,-1.96072402,-2.276538548,-1.961169777,-1.867688808,-2.221106652,-1.645337904,-1.553346711,-1.895057681,-1.611851792,-1.303661535,-1.678398191
405,12/1/2009,-1.950751287,-1.765116988,-1.512321167,-2.064836258,-1.834085478,-1.783946745,-2.276609796,-2.057378933,-1.833979424,-2.52649284,-2.188732588,-1.96072402,-2.250456457,-1.961169777,-1.867688808,-1.869316521,-1.645337904,-1.553346711,-1.80910302,-1.611851792,-1.303661535
406,12/2/2009,-2.150673629,-1.950751287,-1.765116988,-2.214866077,-2.064836258,-1.834085478,-2.516328887,-2.276609796,-2.057378933,-2.674636101,-2.52649284,-2.188732588,-2.367821545,-2.250456457,-1.961169777,-1.94542913,-1.869316521,-1.645337904,-1.985021141,-1.80910302,-1.611851792
407,12/3/2009,-2.059949206,-2.150673629,-1.950751287,-2.050582118,-2.214866077,-2.064836258,-2.443978908,-2.516328887,-2.276609796,-2.520642374,-2.674636101,-2.52649284,-2.423729907,-2.367821545,-2.250456457,-1.908916567,-1.94542913,-1.869316521,-1.978772824,-1.985021141,-1.80910302
408,12/6/2009,-1.743408683,-2.059949206,-2.150673629,-1.90680823,-2.050582118,-2.214866077,-2.118657105,-2.443978908,-2.516328887,-2.250606352,-2.520642374,-2.674636101,-2.110597597,-2.423729907,-2.367821545,-1.732046382,-1.908916567,-1.94542913,-1.649466038,-1.978772824,-1.985021141
409,12/7/2009,-1.799877956,-1.743408683,-2.059949206,-1.930445147,-1.90680823,-2.050582118,-2.07888104,-2.118657105,-2.443978908,-2.163097731,-2.250606352,-2.520642374,-2.094153014,-2.110597597,-2.423729907,-1.865683693,-1.732046382,-1.908916567,-1.783186827,-1.649466038,-1.978772824
410,12/8/2009,-1.902994094,-1.799877956,-1.743408683,-1.94413565,-1.930445147,-1.90680823,-2.140108059,-2.07888104,-2.118657105,-2.284613961,-2.163097731,-2.250606352,-2.066771235,-2.094153014,-2.110597597,-1.70782211,-1.865683693,-1.732046382,-1.765636798,-1.783186827,-1.649466038
411,12/9/2009,-1.774350445,-1.902994094,-1.799877956,-1.966550089,-1.94413565,-1.930445147,-2.132913743,-2.140108059,-2.07888104,-2.101245413,-2.284613961,-2.163097731,-1.898767702,-2.066771235,-2.094153014,-1.728841592,-1.70782211,-1.865683693,-1.567464615,-1.765636798,-1.783186827
412,12/10/2009,-1.817315462,-1.774350445,-1.902994094,-2.05851806,-1.966550089,-1.94413565,-2.365972109,-2.132913743,-2.140108059,-2.364807559,-2.101245413,-2.284613961,-1.927572291,-1.898767702,-2.066771235,-1.802656443,-1.728841592,-1.70782211,-1.678801477,-1.567464615,-1.765636798
413,12/13/2009,-2.022530867,-1.817315462,-1.774350445,-2.10450665,-2.05851806,-1.966550089,-2.229193047,-2.365972109,-2.132913743,-2.298782268,-2.364807559,-2.101245413,-2.123218924,-1.927572291,-1.898767702,-1.967886054,-1.802656443,-1.728841592,-1.963608728,-1.678801477,-1.567464615
414,12/14/2009,-1.941251692,-2.022530867,-1.817315462,-2.008248413,-2.10450665,-2.05851806,-2.355585496,-2.229193047,-2.365972109,-2.319491077,-2.298782268,-2.364807559,-2.025286302,-2.123218924,-1.927572291,-1.870229261,-1.967886054,-1.802656443,-1.77938863,-1.963608728,-1.678801477
415,12/15/2009,-2.112493271,-1.941251692,-2.022530867,-2.170245732,-2.008248413,-2.10450665,-2.425457948,-2.355585496,-2.229193047,-2.42614665,-2.319491077,-2.298782268,-2.354540608,-2.025286302,-2.123218924,-1.925237801,-1.870229261,-1.967886054,-1.947173271,-1.77938863,-1.963608728
416,12/16/2009,-1.835261768,-2.112493271,-1.941251692,-2.178703839,-2.170245732,-2.008248413,-2.370957049,-2.425457948,-2.355585496,-2.404166561,-2.42614665,-2.319491077,-2.23913296,-2.354540608,-2.025286302,-1.898619219,-1.925237801,-1.870229261,-1.744903571,-1.947173271,-1.77938863
417,12/17/2009,-1.867607381,-1.835261768,-2.112493271,-2.012647217,-2.178703839,-2.170245732,-2.150269082,-2.370957049,-2.425457948,-2.177248939,-2.404166561,-2.42614665,-1.998566994,-2.23913296,-2.354540608,-1.795766338,-1.898619219,-1.925237801,-1.745515459,-1.744903571,-1.947173271
418,12/20/2009,-1.732429562,-1.867607381,-1.835261768,-1.929108392,-2.012647217,-2.178703839,-1.916800667,-2.150269082,-2.370957049,-2.073550466,-2.177248939,-2.404166561,-1.973175988,-1.998566994,-2.23913296,-1.88965777,-1.795766338,-1.898619219,-1.660443467,-1.745515459,-1.744903571
419,12/21/2009,-2.052821942,-1.732429562,-1.867607381,-2.086950796,-1.929108392,-2.012647217,-2.245503922,-1.916800667,-2.150269082,-2.492495516,-2.073550466,-2.177248939,-2.320204071,-1.973175988,-1.998566994,-1.935426502,-1.88965777,-1.795766338,-1.936812806,-1.660443467,-1.745515459
420,12/22/2009,-2.031430596,-2.052821942,-1.732429562,-2.151230734,-2.086950796,-1.929108392,-2.375743421,-2.245503922,-1.916800667,-2.369536307,-2.492495516,-2.073550466,-2.279199573,-2.320204071,-1.973175988,-1.895170277,-1.935426502,-1.88965777,-1.889050285,-1.936812806,-1.660443467
421,12/23/2009,-2.072558118,-2.031430596,-2.052821942,-2.294735434,-2.151230734,-2.086950796,-2.261058524,-2.375743421,-2.245503922,-2.391049133,-2.369536307,-2.492495516,-2.363128936,-2.279199573,-2.320204071,-2.09050952,-1.895170277,-1.935426502,-1.950668091,-1.889050285,-1.936812806
422,12/24/2009,-2.268460732,-2.072558118,-2.031430596,-2.509443746,-2.294735434,-2.151230734,-2.502064378,-2.261058524,-2.375743421,-2.716751103,-2.391049133,-2.369536307,-2.599567359,-2.363128936,-2.279199573,-2.09497776,-2.09050952,-1.895170277,-2.183765591,-1.950668091,-1.889050285
423,12/27/2009,-1.405903371,-2.268460732,-2.072558118,-2.706630955,-2.509443746,-2.294735434,-2.189118643,-2.502064378,-2.261058524,-2.344341314,-2.716751103,-2.391049133,-2.890981171,-2.599567359,-2.363128936,-1.58438862,-2.09497776,-2.09050952,-2.088886218,-2.183765591,-1.950668091
424,12/28/2009,-2.418788183,-1.405903371,-2.268460732,-2.43003434,-2.706630955,-2.509443746,-2.495772275,-2.189118643,-2.502064378,-2.867196512,-2.344341314,-2.716751103,-2.693912477,-2.890981171,-2.599567359,-2.374047019,-1.58438862,-2.09497776,-2.239845444,-2.088886218,-2.183765591
425,12/29/2009,-2.226656538,-2.418788183,-1.405903371,-2.383157923,-2.43003434,-2.706630955,-2.361223059,-2.495772275,-2.189118643,-2.560888111,-2.867196512,-2.344341314,-2.312026525,-2.693912477,-2.890981171,-2.263862006,-2.374047019,-1.58438862,-2.045401224,-2.239845444,-2.088886218
426,12/30/2009,-2.194895324,-2.226656538,-2.418788183,-1.952750273,-2.383157923,-2.43003434,-2.40301049,-2.361223059,-2.495772275,-2.439500286,-2.560888111,-2.867196512,-2.241911989,-2.312026525,-2.693912477,-2.06842499,-2.263862006,-2.374047019,-1.89765911,-2.045401224,-2.239845444
427,12/31/2009,-2.009994671,-2.194895324,-2.226656538,-2.132243877,-1.952750273,-2.383157923,-2.048573971,-2.40301049,-2.361223059,-2.272487969,-2.439500286,-2.560888111,-2.219404572,-2.241911989,-2.312026525,-1.836798905,-2.06842499,-2.263862006,-1.742767316,-1.89765911,-2.045401224
428,1/3/2010,-2.900633676,-2.009994671,-2.194895324,-3.362785878,-2.132243877,-1.952750273,-3.728078052,-2.048573971,-2.40301049,-3.074850981,-2.272487969,-2.439500286,-3.128024922,-2.219404572,-2.241911989,-3.201663628,-1.836798905,-2.06842499,-2.31668277,-1.742767316,-1.89765911
429,1/4/2010,-2.060776305,-2.900633676,-2.009994671,-1.963463768,-3.362785878,-2.132243877,-1.991890311,-3.728078052,-2.048573971,-2.249607422,-3.074850981,-2.272487969,-1.962402883,-3.128024922,-2.219404572,-1.959413698,-3.201663628,-1.836798905,-1.927709918,-2.31668277,-1.742767316
430,1/5/2010,-2.03362935,-2.060776305,-2.900633676,-2.164550678,-1.963463768,-3.362785878,-2.213001995,-1.991890311,-3.728078052,-2.292104072,-2.249607422,-3.074850981,-2.099310016,-1.962402883,-3.128024922,-2.136752852,-1.959413698,-3.201663628,-1.802667632,-1.927709918,-2.31668277
431,1/6/2010,-2.102542895,-2.03362935,-2.060776305,-2.129934545,-2.164550678,-1.963463768,-2.164610625,-2.213001995,-1.991890311,-2.189638402,-2.292104072,-2.249607422,-2.0980596,-2.099310016,-1.962402883,-2.029120689,-2.136752852,-1.959413698,-1.932357204,-1.802667632,-1.927709918
432,1/7/2010,-1.899549634,-2.102542895,-2.03362935,-2.174689948,-2.129934545,-2.164550678,-2.081460832,-2.164610625,-2.213001995,-2.342617788,-2.189638402,-2.292104072,-2.129377813,-2.0980596,-2.099310016,-2.060413951,-2.029120689,-2.136752852,-1.901994582,-1.932357204,-1.802667632
433,1/10/2010,-1.912814831,-1.899549634,-2.102542895,-1.904887898,-2.174689948,-2.129934545,-1.951135045,-2.081460832,-2.164610625,-2.083219315,-2.342617788,-2.189638402,-2.183991835,-2.129377813,-2.0980596,-1.954051436,-2.060413951,-2.029120689,-1.732713476,-1.901994582,-1.932357204
434,1/11/2010,-2.199327098,-1.912814831,-1.899549634,-2.187694747,-1.904887898,-2.174689948,-2.040955613,-1.951135045,-2.081460832,-2.250753746,-2.083219315,-2.342617788,-2.162203318,-2.183991835,-2.129377813,-1.965903702,-1.954051436,-2.060413951,-2.132338752,-1.732713476,-1.901994582
435,1/12/2010,-1.868320567,-2.199327098,-1.912814831,-2.070266154,-2.187694747,-1.904887898,-2.227900244,-2.040955613,-1.951135045,-2.317744771,-2.250753746,-2.083219315,-2.299783917,-2.162203318,-2.183991835,-1.958209959,-1.965903702,-1.954051436,-1.768379346,-2.132338752,-1.732713476
436,1/13/2010,-1.980646069,-1.868320567,-2.199327098,-2.083949822,-2.070266154,-2.187694747,-2.241285169,-2.227900244,-2.040955613,-2.368776312,-2.317744771,-2.250753746,-2.322057534,-2.299783917,-2.162203318,-2.035520841,-1.958209959,-1.965903702,-1.89631151,-1.768379346,-2.132338752
437,1/14/2010,-1.662315585,-1.980646069,-1.868320567,-2.284277841,-2.083949822,-2.070266154,-2.367175452,-2.241285169,-2.227900244,-2.462450614,-2.368776312,-2.317744771,-2.422474109,-2.322057534,-2.299783917,-2.083737268,-2.035520841,-1.958209959,-1.893159544,-1.89631151,-1.768379346
438,1/17/2010,-2.137275234,-1.662315585,-1.980646069,-2.293133248,-2.284277841,-2.083949822,-2.244898524,-2.367175452,-2.241285169,-2.293034313,-2.462450614,-2.368776312,-2.20819865,-2.422474109,-2.322057534,-1.934306603,-2.083737268,-2.035520841,-1.986088413,-1.893159544,-1.89631151
439,1/18/2010,-2.284711432,-2.137275234,-1.662315585,-2.613106557,-2.293133248,-2.284277841,-2.678300547,-2.244898524,-2.367175452,-2.761606133,-2.293034313,-2.462450614,-2.364885515,-2.20819865,-2.422474109,-2.338084561,-1.934306603,-2.083737268,-2.232191205,-1.986088413,-1.893159544
440,1/19/2010,-2.120159049,-2.284711432,-2.137275234,-2.290642188,-2.613106557,-2.293133248,-2.339597022,-2.678300547,-2.244898524,-2.42631056,-2.761606133,-2.293034313,-2.284209754,-2.364885515,-2.20819865,-2.133349637,-2.338084561,-1.934306603,-2.057175801,-2.232191205,-1.986088413
441,1/20/2010,-1.899301889,-2.120159049,-2.284711432,-2.149283664,-2.290642188,-2.613106557,-2.180874127,-2.339597022,-2.678300547,-2.150740614,-2.42631056,-2.761606133,-2.346244767,-2.284209754,-2.364885515,-1.947638663,-2.133349637,-2.338084561,-1.692992108,-2.057175801,-2.232191205
442,1/21/2010,-1.769178341,-1.899301889,-2.120159049,-1.895825055,-2.149283664,-2.290642188,-2.065748317,-2.180874127,-2.339597022,-2.063549617,-2.150740614,-2.42631056,-2.094452613,-2.346244767,-2.284209754,-1.734653367,-1.947638663,-2.133349637,-1.614536859,-1.692992108,-2.057175801
443,1/24/2010,-1.717149494,-1.769178341,-1.899301889,-2.131734072,-1.895825055,-2.149283664,-2.162362005,-2.065748317,-2.180874127,-2.244016786,-2.063549617,-2.150740614,-2.105732373,-2.094452613,-2.346244767,-1.94230715,-1.734653367,-1.947638663,-1.649972973,-1.614536859,-1.692992108
444,1/25/2010,-1.933901878,-1.717149494,-1.769178341,-2.25277155,-2.131734072,-1.895825055,-2.382808294,-2.162362005,-2.065748317,-2.417063744,-2.244016786,-2.063549617,-2.371999694,-2.105732373,-2.094452613,-2.124516535,-1.94230715,-1.734653367,-1.904058597,-1.649972973,-1.614536859
445,1/26/2010,-1.782732157,-1.933901878,-1.717149494,-2.072696152,-2.25277155,-2.131734072,-2.313105194,-2.382808294,-2.162362005,-2.340491627,-2.417063744,-2.244016786,-2.263357032,-2.371999694,-2.105732373,-1.947646823,-2.124516535,-1.94230715,-1.675072754,-1.904058597,-1.649972973
446,1/27/2010,-1.748917245,-1.782732157,-1.933901878,-2.116416032,-2.072696152,-2.25277155,-2.142839988,-2.313105194,-2.382808294,-2.302968915,-2.340491627,-2.417063744,-2.217601713,-2.263357032,-2.371999694,-1.991966028,-1.947646823,-2.124516535,-1.768885535,-1.675072754,-1.904058597
447,1/28/2010,-1.846362793,-1.748917245,-1.782732157,-2.086128138,-2.116416032,-2.072696152,-2.275500039,-2.142839988,-2.313105194,-2.310550401,-2.302968915,-2.340491627,-2.300078917,-2.217601713,-2.263357032,-1.923901022,-1.991966028,-1.947646823,-1.730665193,-1.768885535,-1.675072754
448,1/31/2010,-1.774524775,-1.846362793,-1.748917245,-2.015386515,-2.086128138,-2.116416032,-2.066425315,-2.275500039,-2.142839988,-2.32868909,-2.310550401,-2.302968915,-2.188002306,-2.300078917,-2.217601713,-1.969928163,-1.923901022,-1.991966028,-1.693415255,-1.730665193,-1.768885535
449,2/1/2010,-1.89256398,-1.774524775,-1.846362793,-2.19089341,-2.015386515,-2.086128138,-2.410848428,-2.066425315,-2.275500039,-2.489800602,-2.32868909,-2.310550401,-2.231862393,-2.188002306,-2.300078917,-2.063226267,-1.969928163,-1.923901022,-1.815241146,-1.693415255,-1.730665193
450,2/2/2010,-1.547028584,-1.89256398,-1.774524775,-2.179559508,-2.19089341,-2.015386515,-2.431293365,-2.410848428,-2.066425315,-2.526438603,-2.489800602,-2.32868909,-2.25152273,-2.231862393,-2.188002306,-2.028645351,-2.063226267,-1.969928163,-1.918618578,-1.815241146,-1.693415255
451,2/3/2010,-2.00070962,-1.547028584,-1.89256398,-2.259343092,-2.179559508,-2.19089341,-2.472889387,-2.431293365,-2.410848428,-2.59082485,-2.526438603,-2.489800602,-2.497425211,-2.25152273,-2.231862393,-2.164836857,-2.028645351,-2.063226267,-1.919608495,-1.918618578,-1.815241146
452,2/4/2010,-1.797574488,-2.00070962,-1.547028584,-2.190923725,-2.259343092,-2.179559508,-2.489394863,-2.472889387,-2.431293365,-2.372149808,-2.59082485,-2.526438603,-2.2646686,-2.497425211,-2.25152273,-1.99009565,-2.164836857,-2.028645351,-1.515548753,-1.919608495,-1.918618578
453,2/7/2010,-1.552297278,-1.797574488,-2.00070962,-1.88271872,-2.190923725,-2.259343092,-1.676109805,-2.489394863,-2.472889387,-1.927147676,-2.372149808,-2.59082485,-2.025973443,-2.2646686,-2.497425211,-1.625586344,-1.99009565,-2.164836857,-1.441010824,-1.515548753,-1.919608495
454,2/8/2010,-1.854380988,-1.552297278,-1.797574488,-2.221400009,-1.88271872,-2.190923725,-2.259188921,-1.676109805,-2.489394863,-2.27556846,-1.927147676,-2.372149808,-2.22476933,-2.025973443,-2.2646686,-1.895886059,-1.625586344,-1.99009565,-1.761485224,-1.441010824,-1.515548753
455,2/9/2010,-1.748078103,-1.854380988,-1.552297278,-1.910184263,-2.221400009,-1.88271872,-2.18192394,-2.259188921,-1.676109805,-2.003424096,-2.27556846,-1.927147676,-2.127777935,-2.22476933,-2.025973443,-1.783552052,-1.895886059,-1.625586344,-1.652193751,-1.761485224,-1.441010824
456,2/10/2010,-1.895362165,-1.748078103,-1.854380988,-2.050114088,-1.910184263,-2.221400009,-2.192767497,-2.18192394,-2.259188921,-2.125157568,-2.003424096,-2.27556846,-2.160701941,-2.127777935,-2.22476933,-1.762960153,-1.783552052,-1.895886059,-1.768418811,-1.652193751,-1.761485224
457,2/11/2010,-1.658178917,-1.895362165,-1.748078103,-2.002999752,-2.050114088,-1.910184263,-2.180283518,-2.192767497,-2.18192394,-2.172434318,-2.125157568,-2.003424096,-2.243407541,-2.160701941,-2.127777935,-1.874156993,-1.762960153,-1.783552052,-1.761809517,-1.768418811,-1.652193751
458,2/14/2010,-1.703178195,-1.658178917,-1.895362165,-2.008031775,-2.002999752,-2.050114088,-2.09016898,-2.180283518,-2.192767497,-2.046939998,-2.172434318,-2.125157568,-2.019464005,-2.243407541,-2.160701941,-1.869211208,-1.874156993,-1.762960153,-1.656446623,-1.761809517,-1.768418811
459,2/15/2010,-2.309086201,-1.703178195,-1.658178917,-2.48141312,-2.008031775,-2.002999752,-2.528471718,-2.09016898,-2.180283518,-2.647562198,-2.046939998,-2.172434318,-2.58411606,-2.019464005,-2.243407541,-2.154576021,-1.869211208,-1.874156993,-2.10172694,-1.656446623,-1.761809517
460,2/16/2010,-2.082043886,-2.309086201,-1.703178195,-2.406967986,-2.48141312,-2.008031775,-2.295572908,-2.528471718,-2.09016898,-2.288541223,-2.647562198,-2.046939998,-2.324824778,-2.58411606,-2.019464005,-2.101815378,-2.154576021,-1.869211208,-1.905610626,-2.10172694,-1.656446623
461,2/17/2010,-2.205205243,-2.082043886,-2.309086201,-2.342145941,-2.406967986,-2.48141312,-2.294498892,-2.295572908,-2.528471718,-2.336351989,-2.288541223,-2.647562198,-2.221632359,-2.324824778,-2.58411606,-2.015582243,-2.101815378,-2.154576021,-2.059112328,-1.905610626,-2.10172694
