,Dates,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
738,3/13/2011,-2.062330343,-2.211421269,-2.406681758,-2.323438865,-2.615623883,-2.835465441,-2.226362694,-2.276721658,-2.344737638,-2.390847634,-2.44050775,-2.47744646,-2.489412255,-2.474556437,-2.520917955,-2.019916089,-2.071665792,-2.158163083,-2.011884246,-2.162013967,-2.164430118
739,3/14/2011,-2.050861465,-2.062330343,-2.211421269,-2.452358805,-2.323438865,-2.615623883,-2.186631182,-2.226362694,-2.276721658,-2.301245585,-2.390847634,-2.44050775,-2.338559014,-2.489412255,-2.474556437,-2.049387457,-2.019916089,-2.071665792,-1.968075511,-2.011884246,-2.162013967
740,3/15/2011,-1.612414425,-2.050861465,-2.062330343,-1.747932832,-2.452358805,-2.323438865,-2.057590672,-2.186631182,-2.226362694,-2.098020726,-2.301245585,-2.390847634,-2.178458168,-2.338559014,-2.489412255,-1.706114977,-2.049387457,-2.019916089,-1.632580896,-1.968075511,-2.011884246
741,3/16/2011,-1.69436971,-1.612414425,-2.050861465,-1.969743911,-1.747932832,-2.452358805,-2.108577287,-2.057590672,-2.186631182,-2.299190522,-2.098020726,-2.301245585,-2.231836023,-2.178458168,-2.338559014,-1.654133221,-1.706114977,-2.049387457,-1.749071195,-1.632580896,-1.968075511
742,3/17/2011,-1.468610486,-1.69436971,-1.612414425,-1.947972232,-1.969743911,-1.747932832,-1.357747783,-2.108577287,-2.057590672,-1.922493612,-2.299190522,-2.098020726,-2.028919007,-2.231836023,-2.178458168,-1.677212733,-1.654133221,-1.706114977,-1.270816352,-1.749071195,-1.632580896
743,3/20/2011,-1.675645878,-1.468610486,-1.69436971,-2.297182825,-1.947972232,-1.969743911,-1.820346592,-1.357747783,-2.108577287,-2.13140426,-1.922493612,-2.299190522,-2.106109316,-2.028919007,-2.231836023,-1.679538547,-1.677212733,-1.654133221,-1.645679906,-1.270816352,-1.749071195
744,3/21/2011,-2.275296945,-1.675645878,-1.468610486,-2.370294792,-2.297182825,-1.947972232,-2.137903794,-1.820346592,-1.357747783,-2.427382686,-2.13140426,-1.922493612,-2.556508594,-2.106109316,-2.028919007,-1.845428345,-1.679538547,-1.677212733,-2.209292735,-1.645679906,-1.270816352
745,3/22/2011,-2.378998262,-2.275296945,-1.675645878,-2.347605628,-2.370294792,-2.297182825,-2.514509621,-2.137903794,-1.820346592,-2.684622932,-2.427382686,-2.13140426,-2.618884781,-2.556508594,-2.106109316,-2.217923425,-1.845428345,-1.679538547,-2.157300862,-2.209292735,-1.645679906
746,3/23/2011,-2.354310004,-2.378998262,-2.275296945,-2.518710693,-2.347605628,-2.370294792,-2.197677632,-2.514509621,-2.137903794,-2.367813584,-2.684622932,-2.427382686,-2.473929126,-2.618884781,-2.556508594,-2.079951686,-2.217923425,-1.845428345,-2.094231162,-2.157300862,-2.209292735
747,3/24/2011,-2.372589842,-2.354310004,-2.378998262,-2.483913432,-2.518710693,-2.347605628,-2.170469937,-2.197677632,-2.514509621,-2.400768991,-2.367813584,-2.684622932,-2.362659184,-2.473929126,-2.618884781,-2.182080175,-2.079951686,-2.217923425,-2.105787447,-2.094231162,-2.157300862
748,3/27/2011,-2.222727829,-2.372589842,-2.354310004,-2.525598979,-2.483913432,-2.518710693,-2.345771023,-2.170469937,-2.197677632,-2.349318852,-2.400768991,-2.367813584,-2.374121724,-2.362659184,-2.473929126,-2.008574584,-2.182080175,-2.079951686,-2.185529483,-2.105787447,-2.094231162
749,3/28/2011,-2.319551423,-2.222727829,-2.372589842,-2.555847448,-2.525598979,-2.483913432,-2.270740457,-2.345771023,-2.170469937,-2.522181565,-2.349318852,-2.400768991,-2.491771701,-2.374121724,-2.362659184,-2.150122016,-2.008574584,-2.182080175,-2.167922922,-2.185529483,-2.105787447
750,3/29/2011,-2.359800135,-2.319551423,-2.222727829,-2.633557381,-2.555847448,-2.525598979,-2.429197475,-2.270740457,-2.345771023,-2.447998413,-2.522181565,-2.349318852,-2.525942718,-2.491771701,-2.374121724,-2.187397427,-2.150122016,-2.008574584,-2.230948262,-2.167922922,-2.185529483
751,3/30/2011,-2.416422586,-2.359800135,-2.319551423,-2.714198411,-2.633557381,-2.555847448,-2.249996949,-2.429197475,-2.270740457,-2.383580457,-2.447998413,-2.522181565,-2.557126308,-2.525942718,-2.491771701,-2.13244217,-2.187397427,-2.150122016,-2.177688793,-2.230948262,-2.167922922
752,3/31/2011,-2.432060059,-2.416422586,-2.359800135,-2.630343295,-2.714198411,-2.633557381,-2.409006925,-2.249996949,-2.429197475,-2.449677862,-2.383580457,-2.447998413,-2.557923257,-2.557126308,-2.525942718,-2.143098386,-2.13244217,-2.187397427,-2.253058478,-2.177688793,-2.230948262
753,4/3/2011,-2.30235204,-2.432060059,-2.416422586,-2.415252655,-2.630343295,-2.714198411,-1.950001057,-2.409006925,-2.249996949,-2.212648857,-2.449677862,-2.383580457,-2.186480661,-2.557923257,-2.557126308,-1.940439386,-2.143098386,-2.13244217,-2.102937158,-2.253058478,-2.177688793
754,4/4/2011,-2.466417827,-2.30235204,-2.432060059,-2.627304243,-2.415252655,-2.630343295,-2.42633798,-1.950001057,-2.409006925,-2.557865388,-2.212648857,-2.449677862,-2.627338525,-2.186480661,-2.557923257,-2.082469649,-1.940439386,-2.143098386,-2.312188434,-2.102937158,-2.253058478
755,4/5/2011,-2.3676316,-2.466417827,-2.30235204,-2.643810484,-2.627304243,-2.415252655,-2.241474497,-2.42633798,-1.950001057,-2.424541873,-2.557865388,-2.212648857,-2.351334292,-2.627338525,-2.186480661,-2.188335238,-2.082469649,-1.940439386,-2.147006863,-2.312188434,-2.102937158
756,4/6/2011,-2.29489726,-2.3676316,-2.466417827,-2.766966888,-2.643810484,-2.627304243,-1.976524066,-2.241474497,-2.42633798,-2.571233224,-2.424541873,-2.557865388,-2.42114974,-2.351334292,-2.627338525,-2.162291474,-2.188335238,-2.082469649,-2.074722207,-2.147006863,-2.312188434
757,4/7/2011,-2.111414577,-2.29489726,-2.3676316,-2.530741066,-2.766966888,-2.643810484,-2.327790531,-1.976524066,-2.241474497,-2.405414784,-2.571233224,-2.424541873,-2.57779578,-2.42114974,-2.351334292,-2.032472087,-2.162291474,-2.188335238,-1.948183622,-2.074722207,-2.147006863
758,4/10/2011,-2.382342299,-2.111414577,-2.29489726,-2.510730993,-2.530741066,-2.766966888,-2.241035928,-2.327790531,-1.976524066,-2.488067875,-2.405414784,-2.571233224,-2.492703445,-2.57779578,-2.42114974,-2.217993283,-2.032472087,-2.162291474,-2.136174666,-1.948183622,-2.074722207
759,4/11/2011,-2.361736008,-2.382342299,-2.111414577,-2.54016499,-2.510730993,-2.530741066,-2.362991057,-2.241035928,-2.327790531,-2.595503583,-2.488067875,-2.405414784,-2.555559059,-2.492703445,-2.57779578,-2.133267906,-2.217993283,-2.032472087,-2.202057467,-2.136174666,-1.948183622
760,4/12/2011,-2.01148085,-2.361736008,-2.382342299,-2.213737459,-2.54016499,-2.510730993,-2.012043515,-2.362991057,-2.241035928,-2.341359701,-2.595503583,-2.488067875,-2.192737036,-2.555559059,-2.492703445,-1.996655903,-2.133267906,-2.217993283,-1.834258147,-2.202057467,-2.136174666
761,4/13/2011,-2.111161899,-2.01148085,-2.361736008,-2.281732377,-2.213737459,-2.54016499,-2.3819876,-2.012043515,-2.362991057,-2.399335986,-2.341359701,-2.595503583,-2.484271275,-2.192737036,-2.555559059,-2.112152082,-1.996655903,-2.133267906,-1.964493192,-1.834258147,-2.202057467
762,4/14/2011,-2.206611495,-2.111161899,-2.01148085,-2.208826269,-2.281732377,-2.213737459,-2.109012268,-2.3819876,-2.012043515,-2.241335465,-2.399335986,-2.341359701,-2.382520698,-2.484271275,-2.192737036,-1.83635876,-2.112152082,-1.996655903,-1.94690555,-1.964493192,-1.834258147
763,4/17/2011,-2.350142079,-2.206611495,-2.111161899,-2.563229404,-2.208826269,-2.281732377,-2.330523791,-2.109012268,-2.3819876,-2.372103228,-2.241335465,-2.399335986,-2.580256001,-2.382520698,-2.484271275,-2.114885855,-1.83635876,-2.112152082,-2.103928892,-1.94690555,-1.964493192
764,4/18/2011,-2.119004592,-2.350142079,-2.206611495,-2.236380758,-2.563229404,-2.208826269,-1.971027959,-2.330523791,-2.109012268,-1.92236431,-2.372103228,-2.241335465,-2.227483307,-2.580256001,-2.382520698,-1.768429391,-2.114885855,-1.83635876,-1.809774806,-2.103928892,-1.94690555
765,4/19/2011,-2.207383427,-2.119004592,-2.350142079,-2.236780548,-2.236380758,-2.563229404,-2.35515785,-1.971027959,-2.330523791,-2.384501398,-1.92236431,-2.372103228,-2.540254875,-2.227483307,-2.580256001,-1.974214383,-1.768429391,-2.114885855,-1.954933379,-1.809774806,-2.103928892
766,4/20/2011,-2.242086069,-2.207383427,-2.119004592,-2.574245085,-2.236780548,-2.236380758,-2.119505149,-2.35515785,-1.971027959,-2.256701651,-2.384501398,-1.92236431,-2.48073829,-2.540254875,-2.227483307,-1.953700551,-1.974214383,-1.768429391,-1.934250418,-1.954933379,-1.809774806
767,4/21/2011,-2.290252555,-2.242086069,-2.207383427,-2.362666266,-2.574245085,-2.236780548,-2.169365192,-2.119505149,-2.35515785,-2.282205558,-2.256701651,-2.384501398,-2.34319767,-2.48073829,-2.540254875,-1.926638973,-1.953700551,-1.974214383,-2.001824581,-1.934250418,-1.954933379
768,4/24/2011,-2.763210856,-2.290252555,-2.242086069,-2.938517304,-2.362666266,-2.574245085,-2.663092144,-2.169365192,-2.119505149,-2.908312351,-2.282205558,-2.256701651,-2.773507707,-2.34319767,-2.48073829,-2.200441256,-1.926638973,-1.953700551,-2.531297112,-2.001824581,-1.934250418
769,4/25/2011,-2.286281518,-2.763210856,-2.290252555,-2.511238124,-2.938517304,-2.362666266,-2.359259957,-2.663092144,-2.169365192,-2.457148074,-2.908312351,-2.282205558,-2.661291553,-2.773507707,-2.34319767,-2.268434061,-2.200441256,-1.926638973,-2.29591398,-2.531297112,-2.001824581
770,4/26/2011,-2.263398308,-2.286281518,-2.763210856,-2.56191864,-2.511238124,-2.938517304,-2.154506159,-2.359259957,-2.663092144,-2.272414444,-2.457148074,-2.908312351,-2.468774275,-2.661291553,-2.773507707,-2.043309069,-2.268434061,-2.200441256,-2.242752672,-2.29591398,-2.531297112
771,4/27/2011,-2.019360358,-2.263398308,-2.286281518,-2.346078974,-2.56191864,-2.511238124,-1.906281329,-2.154506159,-2.359259957,-2.169016416,-2.272414444,-2.457148074,-2.063522723,-2.468774275,-2.661291553,-1.996882129,-2.043309069,-2.268434061,-1.999546523,-2.242752672,-2.29591398
772,4/28/2011,-2.244772805,-2.019360358,-2.263398308,-2.438665946,-2.346078974,-2.56191864,-2.156838674,-1.906281329,-2.154506159,-2.264230655,-2.169016416,-2.272414444,-2.414135462,-2.063522723,-2.468774275,-2.046658927,-1.996882129,-2.043309069,-1.890453313,-1.999546523,-2.242752672
773,5/1/2011,-2.34470358,-2.244772805,-2.019360358,-2.396245183,-2.438665946,-2.346078974,-2.240225184,-2.156838674,-1.906281329,-2.585630926,-2.264230655,-2.169016416,-2.660240402,-2.414135462,-2.063522723,-2.158654129,-2.046658927,-1.996882129,-2.152657607,-1.890453313,-1.999546523
774,5/2/2011,-2.053013816,-2.34470358,-2.244772805,-2.514923094,-2.396245183,-2.438665946,-2.126280574,-2.240225184,-2.156838674,-2.129090008,-2.585630926,-2.264230655,-2.418578159,-2.660240402,-2.414135462,-1.931176311,-2.158654129,-2.046658927,-1.909494593,-2.152657607,-1.890453313
775,5/3/2011,-2.07969661,-2.053013816,-2.34470358,-2.265357191,-2.514923094,-2.396245183,-2.219107199,-2.126280574,-2.240225184,-2.242982061,-2.129090008,-2.585630926,-2.260049194,-2.418578159,-2.660240402,-1.99415254,-1.931176311,-2.158654129,-1.843247732,-1.909494593,-2.152657607
776,5/4/2011,-2.021707482,-2.07969661,-2.053013816,-2.127058029,-2.265357191,-2.514923094,-2.204046574,-2.219107199,-2.126280574,-2.199996589,-2.242982061,-2.129090008,-2.263251732,-2.260049194,-2.418578159,-1.823069949,-1.99415254,-1.931176311,-1.829323803,-1.843247732,-1.909494593
777,5/5/2011,-1.763480086,-2.021707482,-2.07969661,-1.938783279,-2.127058029,-2.265357191,-2.055704841,-2.204046574,-2.219107199,-1.873329217,-2.199996589,-2.242982061,-2.287709304,-2.263251732,-2.260049194,-1.738768806,-1.823069949,-1.99415254,-1.793196893,-1.829323803,-1.843247732
778,5/8/2011,-1.590734607,-1.763480086,-2.021707482,-1.709999672,-1.938783279,-2.127058029,-1.741310761,-2.055704841,-2.204046574,-1.755446345,-1.873329217,-2.199996589,-2.182307123,-2.287709304,-2.263251732,-1.527524212,-1.738768806,-1.823069949,-1.509955201,-1.793196893,-1.829323803
779,5/9/2011,-2.027868606,-1.590734607,-1.763480086,-2.174989588,-1.709999672,-1.938783279,-2.162351099,-1.741310761,-2.055704841,-1.982460622,-1.755446345,-1.873329217,-2.316931348,-2.182307123,-2.287709304,-1.832124956,-1.527524212,-1.738768806,-1.998045073,-1.509955201,-1.793196893
780,5/10/2011,-2.005152355,-2.027868606,-1.590734607,-2.266509218,-2.174989588,-1.709999672,-1.960815255,-2.162351099,-1.741310761,-2.035388057,-1.982460622,-1.755446345,-2.409690253,-2.316931348,-2.182307123,-1.78621852,-1.832124956,-1.527524212,-1.90689733,-1.998045073,-1.509955201
781,5/11/2011,-2.017192707,-2.005152355,-2.027868606,-2.195980057,-2.266509218,-2.174989588,-2.220509409,-1.960815255,-2.162351099,-2.116000475,-2.035388057,-1.982460622,-2.25317065,-2.409690253,-2.316931348,-1.944965213,-1.78621852,-1.832124956,-1.980762713,-1.90689733,-1.998045073
782,5/12/2011,-1.613865178,-2.017192707,-2.005152355,-2.020305593,-2.195980057,-2.266509218,-2.10999669,-2.220509409,-1.960815255,-2.019537277,-2.116000475,-2.035388057,-2.198966973,-2.25317065,-2.409690253,-1.755085038,-1.944965213,-1.78621852,-1.806701668,-1.980762713,-1.90689733
783,5/15/2011,-1.834862434,-1.613865178,-2.017192707,-2.153802424,-2.020305593,-2.195980057,-2.037821009,-2.10999669,-2.220509409,-1.994037054,-2.019537277,-2.116000475,-2.338362678,-2.198966973,-2.25317065,-1.743727226,-1.755085038,-1.944965213,-1.903899003,-1.806701668,-1.980762713
784,5/16/2011,-1.883143693,-1.834862434,-1.613865178,-2.156787136,-2.153802424,-2.020305593,-2.224394316,-2.037821009,-2.10999669,-2.153416733,-1.994037054,-2.019537277,-2.480342209,-2.338362678,-2.198966973,-1.876714766,-1.743727226,-1.755085038,-1.725179056,-1.903899003,-1.806701668
785,5/17/2011,-1.813203501,-1.883143693,-1.834862434,-2.121942488,-2.156787136,-2.153802424,-2.269596722,-2.224394316,-2.037821009,-2.006802191,-2.153416733,-1.994037054,-2.321406441,-2.480342209,-2.338362678,-1.747975923,-1.876714766,-1.743727226,-1.806646584,-1.725179056,-1.903899003
786,5/18/2011,-2.032035442,-1.813203501,-1.883143693,-2.29089344,-2.121942488,-2.156787136,-2.253331708,-2.269596722,-2.224394316,-2.27836017,-2.006802191,-2.153416733,-2.437139191,-2.321406441,-2.480342209,-1.990461415,-1.747975923,-1.876714766,-1.891464366,-1.806646584,-1.725179056
787,5/19/2011,-2.125615289,-2.032035442,-1.813203501,-2.450100009,-2.29089344,-2.121942488,-2.202027082,-2.253331708,-2.269596722,-2.273608322,-2.27836017,-2.006802191,-2.502438117,-2.437139191,-2.321406441,-1.98327396,-1.990461415,-1.747975923,-2.026670188,-1.891464366,-1.806646584
788,5/22/2011,-2.183871924,-2.125615289,-2.032035442,-2.189919145,-2.450100009,-2.29089344,-1.865375903,-2.202027082,-2.253331708,-2.210090078,-2.273608322,-2.27836017,-2.422734638,-2.502438117,-2.437139191,-1.787123918,-1.98327396,-1.990461415,-2.069834107,-2.026670188,-1.891464366
789,5/23/2011,-2.016275644,-2.183871924,-2.125615289,-2.463737108,-2.189919145,-2.450100009,-2.166013853,-1.865375903,-2.202027082,-2.100583203,-2.210090078,-2.273608322,-2.425168706,-2.422734638,-2.502438117,-1.794817439,-1.787123918,-1.98327396,-2.02563338,-2.069834107,-2.026670188
790,5/24/2011,-2.166748003,-2.016275644,-2.183871924,-2.437329673,-2.463737108,-2.189919145,-2.372404026,-2.166013853,-1.865375903,-2.195787725,-2.100583203,-2.210090078,-2.340619113,-2.425168706,-2.422734638,-2.053330574,-1.794817439,-1.787123918,-1.965141371,-2.02563338,-2.069834107
791,5/25/2011,-2.002008096,-2.166748003,-2.016275644,-2.404935937,-2.437329673,-2.463737108,-2.24373237,-2.372404026,-2.166013853,-2.088710286,-2.195787725,-2.100583203,-2.434274648,-2.340619113,-2.425168706,-1.895155294,-2.053330574,-1.794817439,-1.882106924,-1.965141371,-2.02563338
792,5/26/2011,-2.107404961,-2.002008096,-2.166748003,-2.458862926,-2.404935937,-2.437329673,-2.203916482,-2.24373237,-2.372404026,-2.158782975,-2.088710286,-2.195787725,-2.426730871,-2.434274648,-2.340619113,-1.904654781,-1.895155294,-2.053330574,-1.925634589,-1.882106924,-1.965141371
793,5/29/2011,-2.229085711,-2.107404961,-2.002008096,-2.60758006,-2.458862926,-2.404935937,-1.836551702,-2.203916482,-2.24373237,-2.119015768,-2.158782975,-2.088710286,-2.480625698,-2.426730871,-2.434274648,-1.942084772,-1.904654781,-1.895155294,-1.914425481,-1.925634589,-1.882106924
794,5/30/2011,-2.661566347,-2.229085711,-2.107404961,-2.925851609,-2.60758006,-2.458862926,-2.506498966,-1.836551702,-2.203916482,-2.692070111,-2.119015768,-2.158782975,-2.876898355,-2.480625698,-2.426730871,-2.31352485,-1.942084772,-1.904654781,-2.253468716,-1.914425481,-1.925634589
795,5/31/2011,-2.217227716,-2.661566347,-2.229085711,-2.365989357,-2.925851609,-2.60758006,-2.131721849,-2.506498966,-1.836551702,-2.308305847,-2.692070111,-2.119015768,-2.570804455,-2.876898355,-2.480625698,-2.090746564,-2.31352485,-1.942084772,-2.133042303,-2.253468716,-1.914425481
796,6/1/2011,-1.985930228,-2.217227716,-2.661566347,-2.382602482,-2.365989357,-2.925851609,-2.135887928,-2.131721849,-2.506498966,-2.185971254,-2.308305847,-2.692070111,-2.364759828,-2.570804455,-2.876898355,-2.040561159,-2.090746564,-2.31352485,-1.944855864,-2.133042303,-2.253468716
797,6/2/2011,-2.002796318,-1.985930228,-2.217227716,-2.300110545,-2.382602482,-2.365989357,-2.281380978,-2.135887928,-2.131721849,-2.214961515,-2.185971254,-2.308305847,-2.512634802,-2.364759828,-2.570804455,-1.924782492,-2.040561159,-2.090746564,-1.899991561,-1.944855864,-2.133042303
798,6/5/2011,-1.918459665,-2.002796318,-1.985930228,-2.181746134,-2.300110545,-2.382602482,-1.89965048,-2.281380978,-2.135887928,-2.21483749,-2.214961515,-2.185971254,-2.42957965,-2.512634802,-2.364759828,-2.006758321,-1.924782492,-2.040561159,-1.872721921,-1.899991561,-1.944855864
799,6/6/2011,-2.119167493,-1.918459665,-2.002796318,-2.58111254,-2.181746134,-2.300110545,-2.341754066,-1.89965048,-2.281380978,-2.455534052,-2.21483749,-2.214961515,-2.643282291,-2.42957965,-2.512634802,-2.212773693,-2.006758321,-1.924782492,-2.169868631,-1.872721921,-1.899991561
800,6/7/2011,-2.21364694,-2.119167493,-1.918459665,-2.654910061,-2.58111254,-2.181746134,-2.488989449,-2.341754066,-1.89965048,-2.550274155,-2.455534052,-2.21483749,-2.612375192,-2.643282291,-2.42957965,-2.491797193,-2.212773693,-2.006758321,-2.161492184,-2.169868631,-1.872721921
801,6/8/2011,-2.121186371,-2.21364694,-2.119167493,-2.33673858,-2.654910061,-2.58111254,-2.458956077,-2.488989449,-2.341754066,-2.362994311,-2.550274155,-2.455534052,-2.422952555,-2.612375192,-2.643282291,-1.94285076,-2.491797193,-2.212773693,-2.000590126,-2.161492184,-2.169868631
802,6/9/2011,-1.977279866,-2.121186371,-2.21364694,-2.460492999,-2.33673858,-2.654910061,-2.226834364,-2.458956077,-2.488989449,-2.200178076,-2.362994311,-2.550274155,-2.56085161,-2.422952555,-2.612375192,-2.024122404,-1.94285076,-2.491797193,-1.883796771,-2.000590126,-2.161492184
803,6/12/2011,-2.149028611,-1.977279866,-2.121186371,-2.210673001,-2.460492999,-2.33673858,-2.54680582,-2.226834364,-2.458956077,-2.34046281,-2.200178076,-2.362994311,-2.43794923,-2.56085161,-2.422952555,-1.966423517,-2.024122404,-1.94285076,-2.007739529,-1.883796771,-2.000590126
804,6/13/2011,-2.154975743,-2.149028611,-1.977279866,-2.572939687,-2.210673001,-2.460492999,-2.27664666,-2.54680582,-2.226834364,-2.365323755,-2.34046281,-2.200178076,-2.549306689,-2.43794923,-2.56085161,-1.930940715,-1.966423517,-2.024122404,-1.861498719,-2.007739529,-1.883796771
805,6/14/2011,-2.210548784,-2.154975743,-2.149028611,-2.460106912,-2.572939687,-2.210673001,-2.108637104,-2.27664666,-2.54680582,-2.52100458,-2.365323755,-2.34046281,-2.505271156,-2.549306689,-2.43794923,-2.019712624,-1.930940715,-1.966423517,-2.042186423,-1.861498719,-2.007739529
806,6/15/2011,-2.091500103,-2.210548784,-2.154975743,-2.317946965,-2.460106912,-2.572939687,-2.194341239,-2.108637104,-2.27664666,-2.226708646,-2.52100458,-2.365323755,-2.342707285,-2.505271156,-2.549306689,-1.865425628,-2.019712624,-1.930940715,-1.932895121,-2.042186423,-1.861498719
807,6/16/2011,-1.981301748,-2.091500103,-2.210548784,-2.112227096,-2.317946965,-2.460106912,-2.136778801,-2.194341239,-2.108637104,-1.916394619,-2.226708646,-2.52100458,-2.273762218,-2.342707285,-2.505271156,-1.600068969,-1.865425628,-2.019712624,-1.850229633,-1.932895121,-2.042186423
808,6/19/2011,-2.038627316,-1.981301748,-2.091500103,-2.179731052,-2.112227096,-2.317946965,-2.235224023,-2.136778801,-2.194341239,-1.944098465,-1.916394619,-2.226708646,-2.305544505,-2.273762218,-2.342707285,-1.688155004,-1.600068969,-1.865425628,-1.869422512,-1.850229633,-1.932895121
809,6/20/2011,-2.077500934,-2.038627316,-1.981301748,-2.296271006,-2.179731052,-2.112227096,-2.132405681,-2.235224023,-2.136778801,-2.185497469,-1.944098465,-1.916394619,-2.455514231,-2.305544505,-2.273762218,-1.879415375,-1.688155004,-1.600068969,-1.972563916,-1.869422512,-1.850229633
810,6/21/2011,-2.0828446,-2.077500934,-2.038627316,-2.42503347,-2.296271006,-2.179731052,-2.461976259,-2.132405681,-2.235224023,-2.210190547,-2.185497469,-1.944098465,-2.578445073,-2.455514231,-2.305544505,-2.015626581,-1.879415375,-1.688155004,-2.080241326,-1.972563916,-1.869422512
811,6/22/2011,-2.190106843,-2.0828446,-2.077500934,-2.443311614,-2.42503347,-2.296271006,-2.221978798,-2.461976259,-2.132405681,-2.210399668,-2.210190547,-2.185497469,-2.357650739,-2.578445073,-2.455514231,-1.904177076,-2.015626581,-1.879415375,-2.090399145,-2.080241326,-1.972563916
812,6/23/2011,-1.975759326,-2.190106843,-2.0828446,-2.208956317,-2.443311614,-2.42503347,-2.148969866,-2.221978798,-2.461976259,-2.028908447,-2.210399668,-2.210190547,-2.403731208,-2.357650739,-2.578445073,-1.713035119,-1.904177076,-2.015626581,-1.854956362,-2.090399145,-2.080241326
813,6/26/2011,-2.099501715,-1.975759326,-2.190106843,-2.315401628,-2.208956317,-2.443311614,-2.31428538,-2.148969866,-2.221978798,-2.133445718,-2.028908447,-2.210399668,-2.481581822,-2.403731208,-2.357650739,-1.792823131,-1.713035119,-1.904177076,-2.119796907,-1.854956362,-2.090399145
814,6/27/2011,-2.061982986,-2.099501715,-1.975759326,-2.438240847,-2.315401628,-2.208956317,-2.248115226,-2.31428538,-2.148969866,-2.152420383,-2.133445718,-2.028908447,-2.405869871,-2.481581822,-2.403731208,-1.833100225,-1.792823131,-1.713035119,-1.943396567,-2.119796907,-1.854956362
815,6/28/2011,-2.186499132,-2.061982986,-2.099501715,-2.459209711,-2.438240847,-2.315401628,-2.343927747,-2.248115226,-2.31428538,-2.176868559,-2.152420383,-2.133445718,-2.335235625,-2.405869871,-2.481581822,-1.890621497,-1.833100225,-1.792823131,-2.110935016,-1.943396567,-2.119796907
816,6/29/2011,-2.180108803,-2.186499132,-2.061982986,-2.265301944,-2.459209711,-2.438240847,-2.303306895,-2.343927747,-2.248115226,-2.166396031,-2.176868559,-2.152420383,-2.37901084,-2.335235625,-2.405869871,-1.844393903,-1.890621497,-1.833100225,-2.051945934,-2.110935016,-1.943396567
817,6/30/2011,-2.26471551,-2.180108803,-2.186499132,-2.382408595,-2.265301944,-2.459209711,-1.947614222,-2.303306895,-2.343927747,-2.311135742,-2.166396031,-2.176868559,-2.331632534,-2.37901084,-2.335235625,-1.959954086,-1.844393903,-1.890621497,-2.066958654,-2.051945934,-2.110935016
818,7/3/2011,-2.225081021,-2.26471551,-2.180108803,-2.51443527,-2.382408595,-2.265301944,-2.155783259,-1.947614222,-2.303306895,-2.294636424,-2.311135742,-2.166396031,-2.274566997,-2.331632534,-2.37901084,-1.975775833,-1.959954086,-1.844393903,-2.223532757,-2.066958654,-2.051945934
819,7/4/2011,-2.34356278,-2.225081021,-2.26471551,-2.805584949,-2.51443527,-2.382408595,-2.555891213,-2.155783259,-1.947614222,-2.512804391,-2.294636424,-2.311135742,-2.648441621,-2.274566997,-2.331632534,-2.302989295,-1.975775833,-1.959954086,-2.361902887,-2.223532757,-2.066958654
820,7/5/2011,-2.213035443,-2.34356278,-2.225081021,-2.669572434,-2.805584949,-2.51443527,-2.320226857,-2.555891213,-2.155783259,-2.380123713,-2.512804391,-2.294636424,-2.372917879,-2.648441621,-2.274566997,-2.111404562,-2.302989295,-1.975775833,-2.042240002,-2.361902887,-2.223532757
821,7/6/2011,-2.370721289,-2.213035443,-2.34356278,-2.578884355,-2.669572434,-2.805584949,-2.272262387,-2.320226857,-2.555891213,-2.361816946,-2.380123713,-2.512804391,-2.466617885,-2.372917879,-2.648441621,-2.042583179,-2.111404562,-2.302989295,-2.155097205,-2.042240002,-2.361902887
822,7/7/2011,-2.265731637,-2.370721289,-2.213035443,-2.439995249,-2.578884355,-2.669572434,-2.093137319,-2.272262387,-2.320226857,-2.238056192,-2.361816946,-2.380123713,-2.651620693,-2.466617885,-2.372917879,-1.879491116,-2.042583179,-2.111404562,-2.275078754,-2.155097205,-2.042240002
823,7/10/2011,-2.21994517,-2.265731637,-2.370721289,-2.126238214,-2.439995249,-2.578884355,-1.801616094,-2.093137319,-2.272262387,-2.129791823,-2.238056192,-2.361816946,-2.348263304,-2.651620693,-2.466617885,-1.81779963,-1.879491116,-2.042583179,-2.0761835,-2.275078754,-2.155097205
824,7/11/2011,-2.143302009,-2.21994517,-2.265731637,-2.324840396,-2.126238214,-2.439995249,-2.264949206,-1.801616094,-2.093137319,-2.114095464,-2.129791823,-2.238056192,-2.322851355,-2.348263304,-2.651620693,-1.895922008,-1.81779963,-1.879491116,-2.023307264,-2.0761835,-2.275078754
825,7/12/2011,-1.893912556,-2.143302009,-2.21994517,-1.998074778,-2.324840396,-2.126238214,-2.033947639,-2.264949206,-1.801616094,-1.744631827,-2.114095464,-2.129791823,-2.172406206,-2.322851355,-2.348263304,-1.344685941,-1.895922008,-1.81779963,-1.638597775,-2.023307264,-2.0761835
826,7/13/2011,-1.856884258,-1.893912556,-2.143302009,-2.263339759,-1.998074778,-2.324840396,-1.898518471,-2.033947639,-2.264949206,-1.919292746,-1.744631827,-2.114095464,-2.083772057,-2.172406206,-2.322851355,-1.627230549,-1.344685941,-1.895922008,-1.73500889,-1.638597775,-2.023307264
