,Dates,1,2,3,4,5,6,7,8,9
387,11/4/2009,-1.918080347,-2.013243428,-2.348873966,-2.337222627,-2.036003048,-1.998462102,-1.947238743,-1.764346097,-1.738358576
388,11/5/2009,-1.875578618,-1.919365419,-2.352477345,-2.38871603,-2.352109047,-1.817603457,-1.963374665,-1.70168465,-1.616760693
389,11/8/2009,-2.154262864,-2.105552553,-2.452179714,-2.526404546,-2.239726351,-1.985295232,-2.060951312,-1.939416685,-1.87246159
390,11/9/2009,-2.057798227,-2.067011348,-2.401122968,-2.460215798,-2.018007538,-2.027659785,-1.813288861,-1.759795193,-1.656201455
391,11/10/2009,-2.07543124,-2.304357833,-2.478191895,-2.517340114,-2.127834457,-2.005964068,-2.120567304,-1.959054705,-1.819472172
392,11/11/2009,-1.751999593,-1.999059537,-2.325929325,-2.370259386,-2.190275423,-2.071064555,-1.824883937,-1.806687881,-1.574345542
393,11/12/2009,-2.077946376,-2.113364381,-2.534117419,-2.502653989,-2.357422924,-2.041834192,-1.996069327,-1.861628382,-1.765417977
394,11/15/2009,-2.115688577,-2.071487979,-2.246743062,-2.288420748,-2.272115017,-1.853908367,-1.910355374,-1.940523702,-1.807987397
395,11/16/2009,-1.842811219,-1.952562389,-2.276563509,-2.302734467,-2.262188542,-2.012987931,-1.98171997,-1.819047378,-1.731308543
396,11/17/2009,-2.040315644,-2.032155834,-2.308981479,-2.375108229,-2.193440338,-2.133795475,-2.004652965,-1.940187069,-1.798219134
397,11/18/2009,-1.902504335,-1.964706712,-2.334151639,-2.43887772,-2.383218181,-2.050560919,-1.975834474,-1.701341286,-1.7986132
398,11/19/2009,-1.747960363,-2.001478534,-2.310964551,-2.337024238,-2.268074896,-2.021166547,-1.910425754,-1.729433041,-1.665271145
399,11/22/2009,-2.004881775,-1.990470244,-2.422538856,-2.492913829,-2.418379555,-2.002876107,-1.94144263,-1.809358212,-1.66069997
400,11/23/2009,-1.947385576,-2.174647018,-2.427042013,-2.445958012,-2.277318419,-2.02451532,-1.945719611,-1.800291187,-1.748818401
401,11/24/2009,-2.102850517,-2.044678461,-2.290594062,-2.396935562,-2.328288727,-1.915042253,-1.882163802,-1.911636212,-1.80368198
402,11/25/2009,-1.77913655,-1.979226608,-2.058397378,-2.276538548,-2.221106652,-1.741231483,-1.895057681,-1.678398191,-1.538075217
403,11/26/2009,-1.512321167,-1.783946745,-1.833979424,-1.96072402,-1.867688808,-1.406543441,-1.553346711,-1.303661535,-1.435124904
404,11/29/2009,-1.765116988,-1.834085478,-2.057378933,-2.188732588,-1.961169777,-1.568760759,-1.645337904,-1.611851792,-1.58053151
405,11/30/2009,-1.950751287,-2.064836258,-2.276609796,-2.52649284,-2.250456457,-1.625465736,-1.869316521,-1.80910302,-1.721945904
406,12/1/2009,-2.150673629,-2.214866077,-2.516328887,-2.674636101,-2.367821545,-1.935359896,-1.94542913,-1.985021141,-1.757916361
407,12/2/2009,-2.059949206,-2.050582118,-2.443978908,-2.520642374,-2.423729907,-1.995843315,-1.908916567,-1.978772824,-1.734158708
408,12/3/2009,-1.743408683,-1.90680823,-2.118657105,-2.250606352,-2.110597597,-1.530639161,-1.732046382,-1.649466038,-1.686485883
409,12/6/2009,-1.799877956,-1.930445147,-2.07888104,-2.163097731,-2.094153014,-1.802610592,-1.865683693,-1.783186827,-1.557803779
410,12/7/2009,-1.902994094,-1.94413565,-2.140108059,-2.284613961,-2.066771235,-1.952446513,-1.70782211,-1.765636798,-1.588341632
411,12/8/2009,-1.774350445,-1.966550089,-2.132913743,-2.101245413,-1.898767702,-1.835072974,-1.728841592,-1.567464615,-1.633689367
412,12/9/2009,-1.817315462,-2.05851806,-2.365972109,-2.364807559,-1.927572291,-1.837004382,-1.802656443,-1.678801477,-1.684051451
413,12/10/2009,-2.022530867,-2.10450665,-2.229193047,-2.298782268,-2.123218924,-1.708204064,-1.967886054,-1.963608728,-1.780552673
414,12/13/2009,-1.941251692,-2.008248413,-2.355585496,-2.319491077,-2.025286302,-1.841627025,-1.870229261,-1.77938863,-1.639695955
415,12/14/2009,-2.112493271,-2.170245732,-2.425457948,-2.42614665,-2.354540608,-2.014611834,-1.925237801,-1.947173271,-1.828749503
416,12/15/2009,-1.835261768,-2.178703839,-2.370957049,-2.404166561,-2.23913296,-1.996182085,-1.898619219,-1.744903571,-1.763312157
417,12/16/2009,-1.867607381,-2.012647217,-2.150269082,-2.177248939,-1.998566994,-1.865826135,-1.795766338,-1.745515459,-1.651411666
418,12/17/2009,-1.732429562,-1.929108392,-1.916800667,-2.073550466,-1.973175988,-1.714806649,-1.88965777,-1.660443467,-1.584105234
419,12/20/2009,-2.052821942,-2.086950796,-2.245503922,-2.492495516,-2.320204071,-1.928812557,-1.935426502,-1.936812806,-1.666952571
420,12/21/2009,-2.031430596,-2.151230734,-2.375743421,-2.369536307,-2.279199573,-1.989145625,-1.895170277,-1.889050285,-1.561323385
421,12/22/2009,-2.072558118,-2.294735434,-2.261058524,-2.391049133,-2.363128936,-1.996664669,-2.09050952,-1.950668091,-1.752524733
422,12/23/2009,-2.268460732,-2.509443746,-2.502064378,-2.716751103,-2.599567359,-2.004445751,-2.09497776,-2.183765591,-1.823010113
423,12/24/2009,-1.405903371,-2.706630955,-2.189118643,-2.344341314,-2.890981171,-1.812640032,-1.58438862,-2.088886218,-1.814746117
424,12/27/2009,-2.418788183,-2.43003434,-2.495772275,-2.867196512,-2.693912477,-2.113664572,-2.374047019,-2.239845444,-1.925790523
425,12/28/2009,-2.226656538,-2.383157923,-2.361223059,-2.560888111,-2.312026525,-2.247900783,-2.263862006,-2.045401224,-1.867900115
426,12/29/2009,-2.194895324,-1.952750273,-2.40301049,-2.439500286,-2.241911989,-2.107833639,-2.06842499,-1.89765911,-1.660083469
427,12/30/2009,-2.009994671,-2.132243877,-2.048573971,-2.272487969,-2.219404572,-2.03694033,-1.836798905,-1.742767316,-1.707951279
428,12/31/2009,-2.900633676,-3.362785878,-3.728078052,-3.074850981,-3.128024922,-2.492399534,-3.201663628,-2.31668277,-2.724440066
429,1/3/2010,-2.060776305,-1.963463768,-1.991890311,-2.249607422,-1.962402883,-1.776376699,-1.959413698,-1.927709918,-1.711836547
430,1/4/2010,-2.03362935,-2.164550678,-2.213001995,-2.292104072,-2.099310016,-1.850604766,-2.136752852,-1.802667632,-1.721429203
431,1/5/2010,-2.102542895,-2.129934545,-2.164610625,-2.189638402,-2.0980596,-1.96397297,-2.029120689,-1.932357204,-1.612177525
432,1/6/2010,-1.899549634,-2.174689948,-2.081460832,-2.342617788,-2.129377813,-1.811802168,-2.060413951,-1.901994582,-1.777186883
433,1/7/2010,-1.912814831,-1.904887898,-1.951135045,-2.083219315,-2.183991835,-1.52863734,-1.954051436,-1.732713476,-1.664170929
434,1/10/2010,-2.199327098,-2.187694747,-2.040955613,-2.250753746,-2.162203318,-1.805488771,-1.965903702,-2.132338752,-1.744211975
435,1/11/2010,-1.868320567,-2.070266154,-2.227900244,-2.317744771,-2.299783917,-1.7849589,-1.958209959,-1.768379346,-1.792979867
436,1/12/2010,-1.980646069,-2.083949822,-2.241285169,-2.368776312,-2.322057534,-1.92642558,-2.035520841,-1.89631151,-1.842022429
437,1/13/2010,-1.662315585,-2.284277841,-2.367175452,-2.462450614,-2.422474109,-1.96002366,-2.083737268,-1.893159544,-1.852193298
438,1/14/2010,-2.137275234,-2.293133248,-2.244898524,-2.293034313,-2.20819865,-1.885972701,-1.934306603,-1.986088413,-1.750645822
439,1/17/2010,-2.284711432,-2.613106557,-2.678300547,-2.761606133,-2.364885515,-2.085934778,-2.338084561,-2.232191205,-1.955939982
440,1/18/2010,-2.120159049,-2.290642188,-2.339597022,-2.42631056,-2.284209754,-2.012999088,-2.133349637,-2.057175801,-1.770322212
441,1/19/2010,-1.899301889,-2.149283664,-2.180874127,-2.150740614,-2.346244767,-1.974486699,-1.947638663,-1.692992108,-1.771282492
442,1/20/2010,-1.769178341,-1.895825055,-2.065748317,-2.063549617,-2.094452613,-1.773900863,-1.734653367,-1.614536859,-1.557631215
443,1/21/2010,-1.717149494,-2.131734072,-2.162362005,-2.244016786,-2.105732373,-1.652913035,-1.94230715,-1.649972973,-1.642344987
444,1/24/2010,-1.933901878,-2.25277155,-2.382808294,-2.417063744,-2.371999694,-1.956753592,-2.124516535,-1.904058597,-1.815315936
445,1/25/2010,-1.782732157,-2.072696152,-2.313105194,-2.340491627,-2.263357032,-1.799295821,-1.947646823,-1.675072754,-1.827676828
446,1/26/2010,-1.748917245,-2.116416032,-2.142839988,-2.302968915,-2.217601713,-1.818009271,-1.991966028,-1.768885535,-1.636279525
447,1/27/2010,-1.846362793,-2.086128138,-2.275500039,-2.310550401,-2.300078917,-1.855418628,-1.923901022,-1.730665193,-1.623772944
448,1/28/2010,-1.774524775,-2.015386515,-2.066425315,-2.32868909,-2.188002306,-1.798072966,-1.969928163,-1.693415255,-1.781738713
449,1/31/2010,-1.89256398,-2.19089341,-2.410848428,-2.489800602,-2.231862393,-1.915676578,-2.063226267,-1.815241146,-1.880200305
450,2/1/2010,-1.547028584,-2.179559508,-2.431293365,-2.526438603,-2.25152273,-2.044405427,-2.028645351,-1.918618578,-1.809873502
451,2/2/2010,-2.00070962,-2.259343092,-2.472889387,-2.59082485,-2.497425211,-1.991749116,-2.164836857,-1.919608495,-1.912278008
452,2/3/2010,-1.797574488,-2.190923725,-2.489394863,-2.372149808,-2.2646686,-1.471302191,-1.99009565,-1.515548753,-1.784502539
453,2/4/2010,-1.552297278,-1.88271872,-1.676109805,-1.927147676,-2.025973443,-1.596975444,-1.625586344,-1.441010824,-1.376133242
454,2/7/2010,-1.854380988,-2.221400009,-2.259188921,-2.27556846,-2.22476933,-1.875252863,-1.895886059,-1.761485224,-1.61671466
455,2/8/2010,-1.748078103,-1.910184263,-2.18192394,-2.003424096,-2.127777935,-1.916552675,-1.783552052,-1.652193751,-1.49863631
456,2/9/2010,-1.895362165,-2.050114088,-2.192767497,-2.125157568,-2.160701941,-2.093417999,-1.762960153,-1.768418811,-1.658258703
457,2/10/2010,-1.658178917,-2.002999752,-2.180283518,-2.172434318,-2.243407541,-2.028294023,-1.874156993,-1.761809517,-1.620497814
458,2/11/2010,-1.703178195,-2.008031775,-2.09016898,-2.046939998,-2.019464005,-1.896984483,-1.869211208,-1.656446623,-1.55727894
459,2/14/2010,-2.309086201,-2.48141312,-2.528471718,-2.647562198,-2.58411606,-2.336440129,-2.154576021,-2.10172694,-1.87120417
460,2/15/2010,-2.082043886,-2.406967986,-2.295572908,-2.288541223,-2.324824778,-2.051086968,-2.101815378,-1.905610626,-1.879738
461,2/16/2010,-2.205205243,-2.342145941,-2.294498892,-2.336351989,-2.221632359,-1.873276509,-2.015582243,-2.059112328,-1.79849207
462,2/17/2010,-1.93597429,-2.26646241,-2.2518427,-2.154450027,-2.140919608,-1.816496926,-1.839695649,-1.806562716,-1.822532423
463,2/18/2010,-1.64302356,-1.98094589,-1.961823629,-1.935735843,-1.896710314,-1.886224154,-1.714235356,-1.526618954,-1.53261329
464,2/21/2010,-2.115711963,-2.400977334,-2.363118343,-2.29176492,-2.361823011,-2.09359712,-1.980290082,-2.019529596,-1.644455222
465,2/22/2010,-1.839194914,-2.114491829,-2.104212313,-2.179492192,-2.193614257,-1.869778973,-1.886001101,-1.793042532,-1.677963101
466,2/23/2010,-1.868616259,-2.090803587,-2.254820158,-2.213764662,-2.332166518,-1.890517818,-1.85539101,-1.717159024,-1.773163465
467,2/24/2010,-1.845727265,-2.012034735,-2.186513225,-2.18379574,-2.174438596,-1.836830628,-1.851930173,-1.643613362,-1.68961561
468,2/25/2010,-1.933250752,-2.035692767,-2.150702763,-2.202698369,-2.127945049,-1.953864905,-1.937570066,-1.749900575,-1.709821198
469,2/28/2010,-1.938583644,-1.999980807,-2.066574116,-1.953972794,-1.381968906,-1.899599668,-1.899144879,-1.789726809,-1.685775818
470,3/1/2010,-1.995063495,-2.091073432,-2.022687494,-1.99518185,-1.953611602,-2.062169603,-1.83157544,-1.776926949,-1.784413359
471,3/2/2010,-2.128228526,-2.407165907,-2.023490523,-2.169242864,-2.073023158,-2.029860992,-1.897043743,-1.947536277,-1.718025467
472,3/3/2010,-1.995150397,-2.20940676,-2.271637518,-2.225975639,-2.229163555,-1.955473312,-2.071025584,-1.705977515,-1.826662138
473,3/4/2010,-2.239428949,-2.480767978,-2.508410896,-2.381206403,-2.305226712,-1.78133239,-2.174713619,-2.080768972,-1.983564789
474,3/7/2010,-2.304832258,-2.469533561,-2.429742994,-2.48789033,-2.219291693,-2.172553467,-2.192795245,-1.885373563,-1.845040374
475,3/8/2010,-2.064571425,-2.342028138,-2.502352936,-2.456152108,-2.208979222,-2.004476242,-2.166759802,-1.859029467,-1.897937962
476,3/9/2010,-2.234551981,-2.438509148,-2.419038754,-2.489582766,-2.074924477,-2.030532585,-2.119082826,-1.90040364,-1.916054091
477,3/10/2010,-2.076914459,-2.221300705,-2.510379019,-2.389650748,-2.321833928,-2.052224997,-2.14318992,-1.955304669,-1.894633745
478,3/11/2010,-2.170424674,-1.992936649,-2.414342145,-2.419598789,-2.244436384,-1.903854038,-2.200883424,-1.896914854,-1.951626611
479,3/14/2010,-2.24498388,-2.396469232,-2.507593575,-2.579308237,-2.33026197,-2.03037069,-2.018776029,-1.993114317,-1.926893745
480,3/15/2010,-2.075972313,-2.342609528,-2.444682444,-2.356937435,-2.198057406,-2.00498743,-2.217805168,-2.050695366,-1.922380429
481,3/16/2010,-2.309019155,-2.480278523,-2.466323422,-2.556441108,-1.995106212,-1.976612028,-2.263251422,-2.06412677,-2.024193232
482,3/17/2010,-2.204152576,-2.450058107,-2.102428152,-2.340433777,-2.164874758,-2.012221168,-2.068436208,-2.030573541,-1.883703314
483,3/18/2010,-2.175237707,-1.885469487,-2.35248895,-2.559521504,-2.148322173,-2.033713189,-2.292079948,-2.023463414,-2.041492982
484,3/21/2010,-2.139502386,-2.241788459,-2.358619645,-2.419396839,-2.183585066,-2.039613276,-1.987515091,-1.940852847,-1.909661908
485,3/22/2010,-2.365443506,-2.382257324,-2.328487283,-2.370031908,-2.29652331,-2.293327744,-2.227081289,-2.024925692,-1.92005634
486,3/23/2010,-1.985285515,-2.074082971,-2.001530612,-2.118101706,-2.139917649,-1.899068212,-1.942062171,-1.842132676,-1.731157532
487,3/24/2010,-2.140550744,-2.243134199,-2.252668438,-2.138139741,-2.082707289,-1.93588541,-1.922412458,-1.972886954,-1.799204575
488,3/25/2010,-1.9906742,-2.186005756,-2.305299939,-2.31334682,-2.138818467,-1.963989375,-2.018667085,-1.864732036,-1.768491536
489,3/28/2010,-2.275104328,-2.457212358,-2.293185909,-2.341354936,-2.150731317,-2.067351305,-2.127314481,-2.077956757,-1.701629592
490,3/29/2010,-2.389009999,-2.393713065,-2.375406443,-2.39138998,-2.261944436,-2.076133575,-2.165205102,-2.230874127,-1.86078944
491,3/30/2010,-2.045512929,-2.225828114,-2.277650775,-2.366526663,-2.145872806,-1.744500412,-2.076674875,-1.889451676,-1.853118052
492,3/31/2010,-2.330742792,-2.49477146,-1.775675833,-2.282390272,-2.176577418,-1.993410989,-2.0391453,-1.783400904,-1.90572281
493,4/1/2010,-2.564342739,-2.67818325,-2.615730845,-2.593749447,-2.680945537,-2.013514814,-2.199672378,-2.314281976,-2.273919526
494,4/4/2010,-2.532842459,-2.616478085,-2.463067726,-2.460151512,-2.39382089,-2.153893385,-2.001210963,-2.203916984,-2.082086282
495,4/5/2010,-2.131897139,-2.414103044,-2.463545025,-2.442788038,-2.238507095,-2.083188361,-2.181931513,-1.832161542,-1.909608043
496,4/6/2010,-2.30190181,-2.420732642,-2.424790869,-2.517008302,-2.250282325,-1.946496855,-2.170849672,-2.006767014,-1.968720832
497,4/7/2010,-2.350894027,-2.392694373,-2.413305835,-2.517526175,-2.233784574,-1.941061051,-2.112364216,-2.015309601,-1.843939695
498,4/8/2010,-2.406275551,-2.096568618,-2.20705095,-2.231470894,-2.2889405,-2.038774565,-2.072166892,-1.968134475,-1.834427904
499,4/11/2010,-2.185141312,-2.356061899,-2.10035199,-2.179769815,-2.13792423,-2.00198942,-1.946407891,-2.002367066,-1.880833926
500,4/12/2010,-2.267654726,-2.501945863,-2.411764809,-2.381350579,-2.342574556,-1.882013427,-2.068609298,-2.088269291,-1.892903325
501,4/13/2010,-2.267643697,-2.518488262,-2.415282945,-2.39428978,-2.253980266,-1.945118219,-2.082926721,-1.816815991,-1.801319831
502,4/14/2010,-2.465466325,-2.471638211,-2.365095144,-2.462557421,-2.341494779,-2.028448519,-2.266174249,-2.087174339,-2.044523905
503,4/15/2010,-1.970722943,-2.094128179,-2.294335222,-2.322050463,-2.172105026,-1.78122436,-2.115667766,-1.837342817,-1.866667239
504,4/18/2010,-2.125683892,-2.239611725,-2.448186943,-2.478639065,-2.221779381,-1.979760026,-2.073793693,-1.981942375,-1.938445641
505,4/19/2010,-2.183406829,-1.856057307,-2.494034532,-2.532342488,-2.340759718,-2.06049074,-2.115537078,-1.750240038,-1.934276008
506,4/20/2010,-2.392451184,-2.308034937,-2.473982364,-2.538856599,-2.309146565,-2.003671138,-2.293769516,-2.02672632,-2.052882866
507,4/21/2010,-2.230710807,-2.359160296,-2.375909837,-2.407273409,-2.35276714,-1.89629581,-2.166796075,-1.996771344,-1.940841929
508,4/22/2010,-1.996664949,-2.109886307,-2.037119572,-2.015630272,-2.122901035,-1.963925023,-1.940206855,-1.910306616,-1.771901621
509,4/25/2010,-2.272087923,-2.513592902,-2.33746213,-2.308891629,-2.402403851,-1.991849428,-2.048999396,-1.922579244,-1.899906907
510,4/26/2010,-2.018807498,-2.008124958,-2.209023726,-2.131709322,-2.289045121,-1.878262842,-2.034580755,-1.777319237,-1.795292273
511,4/27/2010,-1.859832816,-1.841754577,-1.962953863,-1.866613162,-2.051492159,-1.971663422,-1.815713519,-1.707911325,-1.51562436
512,4/28/2010,-2.402148843,-2.342820293,-2.331640892,-2.206598041,-2.176014653,-2.081083931,-2.024598493,-1.940718116,-1.802288126
513,4/29/2010,-2.080389056,-2.04855231,-2.34510641,-2.19777574,-2.128472804,-1.975341858,-2.153703377,-1.983496271,-1.853755884
514,5/2/2010,-2.273080267,-2.316949497,-2.23509122,-2.285678741,-2.283117141,-2.167284902,-1.948892923,-2.007455901,-1.795879918
515,5/3/2010,-1.975260583,-2.133420083,-2.217401173,-2.295208745,-2.233499026,-1.988447917,-2.069512387,-1.810095439,-1.805573482
516,5/4/2010,-1.8742448,-1.948149046,-1.940321054,-1.968226757,-2.225389537,-1.792350906,-1.613057571,-1.716942877,-1.530174353
517,5/5/2010,-1.195003653,-1.114523828,-1.55378777,-1.617503317,-1.658067372,-0.609918251,-1.459287117,-1.253943986,-1.33209932
518,5/6/2010,-1.299375404,-1.208610226,-1.565811034,-1.369038751,-1.141071139,-1.014597697,-1.119993846,-1.259941577,-1.018920828
519,5/9/2010,-1.663157292,-1.668204473,-1.461789032,-1.382398562,-1.61107472,-1.486265486,-1.16470629,-1.565883476,-1.126658851
520,5/10/2010,-1.864974297,-1.905910865,-1.884114847,-1.717877982,-1.702054181,-1.693723629,-1.56861724,-1.83039191,-1.400102181
521,5/11/2010,-1.957681314,-2.035375795,-1.972759097,-1.88372059,-1.673601094,-1.893731623,-1.785539226,-1.841298305,-1.554604949
522,5/12/2010,-2.001255063,-2.123604807,-2.020106222,-2.074720755,-1.973669546,-1.882566804,-1.873071175,-1.844872066,-1.658580445
523,5/13/2010,-1.924132115,-1.972023066,-1.967457914,-1.817061029,-1.748543293,-1.788995576,-1.631682844,-1.66856363,-1.467521856
524,5/16/2010,-1.603158304,-1.696857407,-1.689033163,-1.664266709,-1.476660935,-1.745151007,-1.455748266,-1.568853831,-1.328927004
525,5/17/2010,-1.616822052,-1.836407674,-1.839516499,-1.711796291,-1.818065252,-1.859190925,-1.602356653,-1.491268358,-1.461121344
526,5/18/2010,-1.125883994,-1.532581847,-1.687913209,-1.469864844,-1.612242771,-1.499309842,-1.273954555,-1.111570945,-1.209160189
527,5/19/2010,-0.978761919,-1.479980003,-1.729114895,-1.520000268,-1.589121811,-1.340962675,-1.134638132,-0.928622924,-1.089959172
528,5/20/2010,-0.876104983,-1.421669245,-1.610711694,-1.501041442,-1.53347732,-1.334633031,-1.201148629,-0.806913411,-1.119307042
529,5/23/2010,-1.392456927,-1.87353221,-2.18507683,-1.879365685,-1.900285748,-1.694132119,-1.540616542,-1.327555911,-1.376253561
530,5/24/2010,-1.314186452,-1.679663484,-2.040344078,-1.813453981,-1.966681113,-1.745916424,-1.480867105,-1.385193754,-1.286248648
531,5/25/2010,-1.300812473,-1.67022984,-2.086514082,-1.84149301,-1.931325801,-1.794188141,-1.51843312,-1.387820667,-1.361372393
532,5/26/2010,-1.474627131,-1.735354409,-1.900643094,-1.739799696,-1.781196948,-1.846237607,-1.393522446,-1.423287174,-1.333707531
533,5/27/2010,-1.547094815,-1.897005697,-1.886718315,-1.759870179,-1.911907524,-1.889766678,-1.489339631,-1.541851359,-1.325370507
534,5/30/2010,-1.725994906,-2.019256127,-2.355433535,-2.285979164,-2.244908858,-1.837093922,-1.827690139,-1.462988671,-1.828444524
535,5/31/2010,-1.522005841,-1.67296607,-1.802252935,-1.891727035,-1.877825602,-1.871160196,-1.607233803,-1.380338878,-1.477503517
536,6/1/2010,-1.496666929,-1.835568999,-2.050145958,-1.894878223,-1.846700427,-1.819677398,-1.606246914,-1.428779685,-1.527223789
537,6/2/2010,-1.614404774,-2.068145246,-2.164391741,-2.053817838,-2.093932724,-1.960427104,-1.759054704,-1.506407152,-1.603743206
538,6/3/2010,-1.434789014,-1.636979733,-1.991044338,-1.781524977,-2.025971294,-1.60533449,-1.50199536,-1.46076224,-1.374825508
539,6/6/2010,-1.385010587,-1.824547619,-2.01812104,-1.933639103,-1.958930976,-1.67601784,-1.580349409,-1.304181317,-1.42737059
540,6/7/2010,-1.38824988,-1.711084681,-2.011534986,-2.004177748,-2.021138536,-1.866594309,-1.615622027,-1.426447374,-1.476405816
541,6/8/2010,-1.648579141,-2.014469261,-2.26454853,-2.121765536,-2.120397463,-1.954905102,-1.785207932,-1.560914964,-1.582345575
542,6/9/2010,-1.523393971,-1.97391394,-2.066678008,-1.91652927,-2.074493032,-1.860966767,-1.669372665,-1.379047175,-1.473289758
543,6/10/2010,-1.624202818,-1.951161932,-2.095833762,-2.080719706,-2.067846765,-1.879694925,-1.741083689,-1.579062668,-1.640345528
544,6/13/2010,-1.798571728,-2.138239671,-2.117969484,-2.031797614,-2.116608005,-1.898479846,-1.821300302,-1.823488204,-1.676748634
545,6/14/2010,-1.800411539,-2.075632304,-2.125769514,-2.094725385,-2.03769384,-2.054767363,-1.851388556,-1.671493286,-1.701349777
546,6/15/2010,-1.893824822,-2.214193987,-2.257324394,-2.174433631,-2.092015439,-2.010493743,-1.83916996,-1.774734421,-1.775133986
547,6/16/2010,-1.79962748,-2.080858647,-1.916464953,-2.151873515,-2.095650559,-1.986476417,-1.873989517,-1.77045613,-1.592962015
548,6/17/2010,-2.121255449,-2.27635477,-2.34612203,-2.396104645,-2.255896539,-2.075021838,-2.095954928,-2.060652922,-1.87111859
549,6/20/2010,-1.723834408,-2.024283118,-1.921408685,-2.048280947,-2.155512168,-1.859372626,-1.742885081,-1.64594899,-1.747140358
550,6/21/2010,-1.640189924,-2.12373452,-2.235324537,-2.126856119,-2.042132452,-2.024981639,-1.797800435,-1.640215157,-1.740119004
551,6/22/2010,-1.684531213,-1.948598902,-2.243291738,-2.223235211,-2.09788197,-2.006940465,-1.770675766,-1.597460511,-1.557246692
552,6/23/2010,-1.794851485,-2.092955335,-2.341452542,-2.164004359,-2.205199096,-2.019798922,-1.793126937,-1.715199421,-1.700317722
553,6/24/2010,-1.804239423,-2.160099984,-2.117202687,-2.30383546,-2.210166384,-2.137450331,-1.801150285,-1.660761616,-1.696529965
554,6/27/2010,-2.019348956,-2.274567968,-2.208330434,-2.341011594,-2.370735956,-2.026497907,-1.841921069,-1.815607605,-1.799307758
555,6/28/2010,-1.719634542,-2.003285455,-2.291520475,-2.205554192,-2.209539816,-2.037260416,-1.774178419,-1.638541636,-1.816736149
556,6/29/2010,-1.626568611,-1.969494452,-2.179964146,-2.066225798,-2.192918176,-1.955563338,-1.741155234,-1.550361015,-1.608893256
557,6/30/2010,-1.450122364,-1.967377407,-1.778502898,-1.990693537,-1.976090311,-1.830097568,-1.690702143,-1.563924769,-1.5140137
558,7/1/2010,-1.690790159,-2.001639078,-1.891521022,-2.192559563,-2.116211669,-1.964872929,-1.761117382,-1.645368278,-1.728988678
559,7/4/2010,-1.930788194,-2.432999019,-2.558979463,-2.634096503,-2.667470416,-2.099707527,-2.005463302,-1.883028914,-1.795166318
560,7/5/2010,-1.717076463,-2.098838729,-2.027433032,-2.11589422,-2.326530141,-1.887513923,-1.860466253,-1.733021624,-1.686338422
561,7/6/2010,-1.739551699,-2.146587318,-2.245117495,-2.246576771,-2.330186221,-1.974751032,-1.896397409,-1.683201863,-1.724820201
562,7/7/2010,-1.605145445,-2.164428541,-2.270595165,-2.250294554,-2.246410951,-1.917944542,-1.845166133,-1.637501677,-1.86103099
563,7/8/2010,-2.028801171,-1.891293455,-2.248044232,-2.418309879,-2.37571721,-2.171796278,-2.028083554,-1.830100022,-1.80969976
564,7/11/2010,-2.012175416,-2.2865918,-2.17906707,-2.474412985,-2.13236771,-2.0097132,-2.009550184,-1.867386331,-1.887165036
565,7/12/2010,-1.860694908,-2.155850974,-2.247751388,-2.179426297,-2.288052301,-1.97730147,-1.858315426,-1.764464836,-1.73054032
566,7/13/2010,-1.866073233,-2.225368835,-2.21206453,-2.207543312,-2.195544056,-1.935276419,-1.862327058,-1.78672992,-1.881107368
567,7/14/2010,-1.639713977,-1.867639863,-2.225828817,-2.183315601,-2.327607919,-1.930291526,-1.829641424,-1.647427494,-1.716300026
568,7/15/2010,-1.724424961,-1.971107849,-2.03983207,-2.191449366,-2.328442842,-1.793439655,-1.722374551,-1.635407586,-1.719878528
569,7/18/2010,-1.824660854,-2.276017658,-2.200004886,-2.202195098,-2.276326742,-1.945110962,-1.79587042,-1.698470106,-1.615477392
570,7/19/2010,-1.713657863,-1.871145225,-2.206537568,-2.219355383,-2.239549403,-1.95020944,-1.91065413,-1.73629788,-1.694374518
571,7/20/2010,-1.929925237,-1.941656747,-2.202186724,-2.117022636,-1.955780415,-1.96733703,-1.777172434,-1.756730406,-1.825053453
572,7/21/2010,-1.865632315,-2.08722034,-2.079364984,-2.219842358,-2.267861253,-1.800629025,-1.921395013,-1.740436502,-1.759314119
573,7/22/2010,-1.897333665,-2.105537433,-2.182506811,-1.934606094,-2.134757607,-1.89854554,-1.798938431,-1.754072715,-1.596668468
574,7/25/2010,-1.968973202,-2.190329153,-2.230975347,-2.125963034,-2.308504521,-1.965976896,-1.848385471,-1.845773545,-1.56640363
575,7/26/2010,-2.045336672,-2.191415531,-2.151866851,-2.130578911,-2.184249346,-1.982233739,-1.916961711,-2.068267978,-1.787837351
576,7/27/2010,-1.759932741,-2.111856186,-2.295646398,-2.380558117,-2.35164247,-1.951327939,-2.029975213,-1.832873653,-1.839294239
577,7/28/2010,-1.95113077,-2.226077656,-2.172594809,-2.348844434,-2.298675012,-1.87834773,-2.02935651,-1.612665836,-1.812346405
578,7/29/2010,-1.905774474,-2.125968293,-2.060633774,-2.267224342,-2.31675773,-1.841436321,-1.718681135,-1.780495285,-1.719171248
579,8/1/2010,-2.069467921,-2.290760461,-2.194172025,-2.394836207,-2.381838074,-1.952570822,-2.108724696,-1.970848087,-1.966241333
580,8/2/2010,-2.012739246,-2.426859133,-2.383857958,-2.384738678,-2.373234182,-1.889540702,-2.097020599,-1.944735604,-1.789287003
