,Dates,1,2,3,4,5,6,7,8,9
193,2/4/2009,-1.230685195,-1.686059288,-1.745958891,-1.753607803,-1.531880699,-0.44311697,-1.334267651,-1.097638232,-1.287882785
194,2/5/2009,-1.191143069,-1.523165383,-1.834632862,-1.828042126,-1.663560666,-0.729836316,-1.38339194,-1.130291353,-1.235539963
195,2/8/2009,-1.301922623,-1.709121908,-1.936995364,-1.866961755,-1.418299221,-0.878823445,-1.486546108,-1.207758148,-1.54780157
196,2/9/2009,-0.899860322,-1.471600098,-1.643113428,-1.548397468,-1.466216952,-1.380738836,-1.221292918,-0.870290256,-1.152418462
197,2/10/2009,-1.132929646,-1.641748132,-1.819609602,-1.777111775,-1.504588603,-1.042675285,-1.356918483,-1.113409005,-1.251379647
198,2/11/2009,-1.101991194,-1.739601762,-1.776390213,-1.713282073,-1.589771107,-0.619026355,-1.421273647,-1.022328342,-1.185387781
199,2/12/2009,-1.240042291,-1.664978102,-1.939103595,-1.796447603,-1.455183471,-0.480057038,-1.412670738,-1.075456981,-1.303430217
200,2/15/2009,-1.642761175,-1.857928157,-1.981841892,-1.974047102,-1.840844836,-0.026449399,-1.501824774,-1.523748744,-1.278574638
201,2/16/2009,-1.398330154,-1.758378869,-1.792969304,-1.795031878,-1.67913597,-0.501590615,-1.317782067,-1.331912172,-1.292058318
202,2/17/2009,-1.449855077,-1.929456672,-1.969889741,-1.975908672,-1.802303192,-0.868657801,-1.389651915,-1.423366001,-1.219438475
203,2/18/2009,-1.411265421,-1.890550688,-1.98924795,-1.975798965,-1.740445993,-0.454386163,-1.263795607,-1.314480139,-1.179699103
204,2/19/2009,-1.212319016,-1.652668575,-1.394919297,-1.500184022,-1.541599117,-1.903429164,-1.290937303,-1.115396878,-1.207993671
205,2/22/2009,-1.365397592,-1.724977321,-1.600512434,-1.671603358,-1.622791922,-0.511269115,-1.242700914,-1.246041076,-1.15413869
206,2/23/2009,-1.414064277,-1.868487486,-1.796578134,-1.771254542,-1.59550626,-0.733055372,-1.359197829,-1.258997987,-1.175735798
207,2/24/2009,-1.494039884,-1.723313054,-1.910061054,-1.780302097,-1.624424799,-0.664611958,-1.28975138,-1.488274149,-1.20447522
208,2/25/2009,-1.66113373,-1.837642261,-1.945719093,-1.899960179,-1.738934588,-1.304871947,-1.388314556,-1.553907761,-1.35257989
209,2/26/2009,-1.324740279,-1.899380349,-1.780723222,-1.795111254,-1.546726341,-1.053127984,-1.297891138,-1.322141551,-1.211725076
210,3/1/2009,-1.322275447,-1.845150418,-1.911920558,-1.866689013,-1.556460571,-0.542127323,-1.295411009,-1.269701421,-1.307910631
211,3/2/2009,-1.43225647,-1.707839493,-2.064230184,-1.973586018,-1.686599864,-0.658351872,-1.314222895,-1.361374759,-1.263870386
212,3/3/2009,-1.292724225,-1.79288106,-1.926103509,-1.868817857,-1.779375053,-1.294970714,-1.276578825,-1.29287143,-1.313053891
213,3/4/2009,-1.49716957,-1.959013246,-1.966893071,-1.92904621,-1.665239844,-0.69407645,-1.213573964,-1.355792924,-1.246058247
214,3/5/2009,-1.253534141,-1.865886073,-1.690655647,-1.705866505,-1.621786561,-0.210077378,-1.319304857,-1.231772154,-1.258072889
215,3/8/2009,-1.470527116,-1.822705832,-1.889982831,-1.976029233,-1.694828969,-0.602775947,-1.448939581,-1.451788223,-1.21098285
216,3/9/2009,-1.459500003,-1.763072389,-1.725833311,-1.7750142,-1.630561188,-0.806432017,-1.258342524,-1.404023469,-1.120974337
217,3/10/2009,-1.440467903,-1.855649907,-1.75403625,-1.789333291,-1.496532055,-0.571256385,-1.395615681,-1.343916825,-1.178676141
218,3/11/2009,-1.463347753,-1.820473373,-1.036187365,-1.752572047,-1.510798674,-0.131647143,-1.313240139,-1.118965024,-1.175989877
219,3/12/2009,-1.535634838,-1.584598335,-1.874197091,-1.934890255,-1.669162726,-0.813876263,-1.434446723,-1.340929515,-1.296113561
220,3/15/2009,-1.769691046,-1.931522146,-1.998918759,-1.894207941,-1.713494632,-0.435348008,-1.33643357,-1.576737279,-1.256457831
221,3/17/2009,-1.235816155,-1.529773127,-1.243454112,-1.392178747,-1.44968515,-0.547054403,-1.118901097,-1.141037246,-0.869172866
222,3/18/2009,-1.315964742,-1.498268237,-1.502911439,-1.62342375,-1.526875453,-0.407454636,-1.150847195,-1.283954333,-1.217325034
223,3/19/2009,-1.503865428,-1.673493061,-1.733115312,-1.731911077,-1.601251861,-0.603254564,-1.469027901,-1.382133565,-1.265057599
224,3/22/2009,-1.554809516,-1.925443871,-1.856705641,-1.732267449,-1.615463997,-0.183736449,-1.444458055,-1.46474813,-1.311981507
225,3/23/2009,-1.448434783,-1.848070376,-1.81587745,-1.756688662,-1.544670902,-0.334664439,-1.39398574,-1.306852709,-1.43391031
226,3/24/2009,-1.382088398,-1.67622419,-1.438611577,-1.411801412,-1.538390586,-1.165327902,-0.973524152,-1.240274782,-1.25298514
227,3/25/2009,-1.695089744,-1.883469705,-1.938722235,-2.00463436,-1.790099835,-1.049226631,-1.434452288,-1.426324743,-1.396680789
228,3/26/2009,-1.672457047,-1.91333601,-1.823149726,-1.912478702,-1.706108177,-0.331418782,-1.401977094,-1.432064527,-1.371333071
229,3/29/2009,-1.42870292,-1.947368395,-1.912801688,-1.870773798,-1.739792424,-0.360799976,-1.427193783,-1.380513616,-1.342150585
230,3/30/2009,-1.611358954,-1.924110425,-1.844792241,-1.956621689,-1.769915791,-0.132803173,-1.380102172,-1.518673569,-1.347627997
231,3/31/2009,-1.553174517,-1.840213683,-2.058278509,-1.945788744,-1.890546917,-0.80397503,-1.511695092,-1.13044895,-1.466107354
232,4/1/2009,-1.505925904,-1.831047647,-1.81801446,-1.720719822,-1.760193955,-1.294970714,-1.339345943,-1.365207486,-1.381714842
233,4/2/2009,-1.22215928,-1.790914583,-2.04379928,-1.978154254,-1.689158642,-0.735276873,-1.322292549,-1.142201763,-1.293254958
234,4/5/2009,-1.64929946,-1.981603509,-2.08200802,-2.06227172,-1.758456548,-1.276462661,-1.481001812,-1.412485658,-1.519697312
235,4/6/2009,-1.34265493,-1.845877453,-1.971525451,-2.001452992,-1.784579793,-1.653122366,-1.634568564,-1.352157571,-1.471189064
236,4/7/2009,-1.643592378,-1.978462082,-2.031864557,-2.094610262,-1.945357209,-1.654425947,-1.541745099,-1.490501002,-1.347650807
237,4/8/2009,-1.490406241,-1.932864588,-1.913362978,-1.874521762,-1.774282348,-1.786650764,-1.493577515,-1.548596545,-1.334645975
238,4/9/2009,-2.203948753,-2.484603469,-2.596635364,-2.514670885,-2.571395879,-2.029629835,-1.609099248,-2.093729514,-1.82402306
239,4/12/2009,-1.712100363,-2.138527107,-1.961854751,-2.088762393,-2.011339044,-1.985696779,-1.599729384,-1.593552278,-1.599614693
240,4/13/2009,-1.582983092,-1.934006621,-2.115705304,-2.081025811,-1.946878103,-1.674624552,-1.577972505,-1.62119262,-1.452199296
241,4/14/2009,-1.568718997,-2.039934262,-2.148794487,-2.12488135,-1.912577017,-1.745086059,-1.664123497,-1.395300411,-1.502797834
242,4/15/2009,-1.390373193,-1.888273098,-2.099898091,-2.139654025,-1.933352468,-1.727744716,-1.746275815,-1.28993548,-1.628906079
243,4/16/2009,-1.747378714,-1.979906436,-2.085475636,-2.083392058,-2.048149022,-1.784595582,-1.649737516,-1.790788659,-1.41083694
244,4/19/2009,-1.52305561,-1.983987568,-2.113722887,-2.084908898,-1.944303951,-1.705600346,-1.527479984,-1.493503132,-1.48097339
245,4/20/2009,-1.467658879,-1.705108049,-2.221428653,-2.091542429,-1.718782865,-1.757642107,-1.673418016,-1.327539761,-1.444164188
246,4/21/2009,-1.487260652,-1.869471098,-2.091429468,-2.083507071,-1.646399923,-1.766256205,-1.686361388,-1.453970494,-1.417342653
247,4/22/2009,-1.583507903,-1.831921087,-2.13546671,-2.204900548,-1.913393418,-1.801457602,-1.819203629,-1.415298494,-1.429205256
248,4/23/2009,-1.602781063,-1.909977228,-1.961964276,-1.978957489,-1.774543798,-1.732158742,-1.723751749,-1.499458564,-1.465381651
249,4/26/2009,-1.625224925,-1.971961474,-1.962465821,-2.00794357,-1.904935319,-1.831805779,-1.455542616,-1.506439908,-1.445061851
250,4/27/2009,-1.668222513,-1.886801974,-2.079691989,-2.024497217,-1.864440128,-1.815128301,-1.667883719,-1.374131845,-1.498724868
251,4/28/2009,-1.564525569,-1.800474991,-1.968549685,-1.910654175,-1.929031467,-1.700271434,-1.646769256,-1.4771689,-1.457542247
252,4/29/2009,-1.271768417,-1.645633795,-1.844393478,-1.781016039,-1.671507898,-1.74060727,-1.438002478,-1.100329479,-1.507789614
253,4/30/2009,-1.657326624,-1.905042789,-2.173470688,-2.113629719,-1.893994132,-1.800285049,-1.919223967,-1.554158236,-1.517136454
254,5/3/2009,-1.702920052,-1.942787336,-2.115033931,-2.044748232,-2.019473053,-1.909272637,-1.669842618,-1.63082413,-1.383806081
255,5/4/2009,-1.625626526,-1.91789971,-1.963164505,-2.005839509,-1.932874769,-1.908736765,-1.707879034,-1.492666885,-1.552013251
256,5/5/2009,-1.567384327,-1.905749378,-2.04189437,-2.017848669,-1.893434625,-1.834702192,-1.469615983,-1.451432428,-1.406362456
257,5/6/2009,-1.39498875,-1.854201264,-1.890470461,-1.787984422,-1.718350263,-1.722313015,-1.393045333,-1.235020181,-1.325068048
258,5/7/2009,-1.721879161,-1.933601858,-1.817917419,-2.020945304,-2.033464196,-1.83864761,-1.633341578,-1.51908065,-1.459459683
259,5/10/2009,-1.663277019,-2.091106968,-2.14839446,-2.129591771,-1.950190164,-1.767931143,-1.725930512,-1.561123952,-1.548371968
260,5/11/2009,-1.643999395,-1.784050259,-1.983185239,-2.080012529,-1.858073214,-1.707501571,-1.676088892,-1.441766813,-1.465435391
261,5/12/2009,-1.493151063,-1.775374327,-1.929310478,-1.930684687,-1.762624411,-1.590462843,-1.493833354,-1.316648587,-1.322965751
262,5/13/2009,-1.604216762,-1.914540239,-2.129335869,-2.13072797,-1.932867921,-1.797946108,-1.68312703,-1.45398641,-1.411612035
263,5/14/2009,-1.555005534,-1.924139841,-1.84819402,-2.011947404,-1.870884632,-1.676069943,-1.673672775,-1.375308082,-1.427092904
264,5/17/2009,-1.653079586,-1.966760884,-2.120578413,-2.229294025,-2.020407605,-1.714262166,-1.735608832,-1.629797771,-1.503042835
265,5/18/2009,-1.672284744,-1.854399342,-2.195218969,-2.207696071,-1.971831685,-1.88685449,-1.683634018,-1.528964619,-1.538715298
266,5/19/2009,-1.646309688,-1.758085857,-2.014836471,-2.064865057,-1.874774628,-1.834988291,-1.594049427,-1.554482107,-1.493424384
267,5/20/2009,-1.540010894,-1.737000837,-1.900937223,-1.914244155,-1.485495608,-1.703081856,-1.624529909,-1.454684527,-1.359559714
268,5/21/2009,-1.644466479,-1.98760122,-2.052464016,-1.96057709,-1.905497786,-1.819628142,-1.483484625,-1.43475542,-1.675719373
269,5/24/2009,-1.962666431,-2.441044553,-2.468730654,-2.468077598,-2.340595712,-1.990608447,-2.003609412,-1.7872937,-1.756988231
270,5/25/2009,-1.694050602,-1.936091455,-2.130321688,-2.119237395,-2.046234491,-1.907709851,-1.563879403,-1.657852066,-1.644598224
271,5/26/2009,-1.572026907,-1.791598963,-1.996894121,-1.994223645,-1.901741427,-1.868552216,-1.533163164,-1.479292381,-1.360929278
272,5/27/2009,-1.560828956,-1.770963686,-1.932124732,-1.897482915,-1.855379112,-1.788051175,-1.422065313,-1.282015432,-1.285236976
273,5/28/2009,-1.743301869,-1.869013029,-1.855860822,-1.927028132,-1.897342384,-1.735402478,-1.556433404,-1.537518885,-1.480188091
274,5/31/2009,-1.605954347,-1.827586208,-1.943797913,-1.97453235,-1.831400566,-1.633034335,-1.446528784,-1.536772345,-1.452011168
275,6/1/2009,-1.640715205,-1.732148934,-1.906331895,-1.977281773,-1.964108976,-1.616444412,-1.636832561,-1.569997497,-1.314746272
276,6/2/2009,-1.431635571,-1.695474434,-1.755618072,-1.767185701,-1.712159201,-1.806974624,-1.301500588,-1.39300495,-1.206947458
277,6/3/2009,-1.088237793,-1.493701896,-1.840182911,-1.840736422,-1.310404364,-1.829066261,-1.41099597,-1.142381644,-1.198393316
278,6/4/2009,-1.287195676,-1.551329328,-1.699642839,-1.693329441,-1.645615899,-1.526669057,-1.35410101,-1.162649126,-1.203519886
279,6/7/2009,-1.532018107,-1.809309733,-1.942340006,-1.913956007,-1.872490649,-1.842114939,-1.391848044,-1.448407234,-1.359143125
280,6/8/2009,-1.608427604,-1.77706595,-1.9195655,-1.929469141,-1.852777526,-1.772822184,-1.449422409,-1.455071224,-1.33016678
281,6/9/2009,-1.563325423,-1.665155058,-1.926667286,-1.922204761,-1.7497349,-1.862263744,-1.483157569,-1.412029171,-1.302948929
282,6/10/2009,-1.589982207,-1.772117355,-1.963809257,-2.054545654,-1.989436429,-1.840480652,-1.489617085,-1.369021909,-1.458058892
283,6/11/2009,-1.676581415,-1.831114911,-2.006387886,-1.984185835,-1.869759113,-1.985712259,-1.669796903,-1.728489398,-1.51478097
284,6/14/2009,-1.631366203,-1.851366072,-1.961268894,-2.057811312,-1.914915546,-1.950377033,-1.54935736,-1.513150002,-1.232401775
285,6/15/2009,-1.435387996,-1.740600766,-1.855436893,-1.925084938,-1.770111446,-1.591558462,-1.562743113,-1.387263133,-1.540996534
286,6/16/2009,-1.416089595,-1.760093226,-2.021338487,-2.108989889,-1.82302554,-1.73065635,-1.594191078,-1.298470639,-1.459815451
287,6/17/2009,-1.495913203,-1.712943268,-1.87044208,-2.010029164,-1.659957844,-1.749428635,-1.652319766,-1.461689001,-1.343487512
288,6/18/2009,-1.627223317,-2.004724064,-2.106769327,-2.182427309,-1.952283266,-1.955792324,-1.861562831,-1.686163039,-1.472457404
289,6/21/2009,-1.688379054,-1.994125322,-2.06863889,-2.125153605,-1.935133468,-1.777869321,-1.678711793,-1.685003576,-1.530711397
290,6/22/2009,-1.514770768,-1.916509838,-2.059220891,-2.108325574,-1.781728752,-1.717169197,-1.642073608,-1.431624656,-1.485000465
291,6/23/2009,-1.439430076,-1.649053456,-1.103129393,-1.657146081,-1.735529692,-1.720251185,-1.454981081,-1.426903588,-1.311155153
292,6/24/2009,-1.680172865,-1.880162117,-1.959888647,-2.101259591,-2.05996601,-1.89943108,-1.573517125,-1.536311148,-1.368432124
293,6/25/2009,-1.781268445,-1.887157344,-2.012271261,-2.197394402,-1.953961788,-1.955444038,-1.828887096,-1.557721359,-1.520341558
294,6/28/2009,-1.873177218,-2.035898698,-2.227617557,-2.27374993,-2.074104967,-1.894462816,-1.653503948,-1.848926852,-1.582250203
295,6/29/2009,-1.729487664,-2.092427761,-2.153883954,-2.138010228,-1.796619866,-1.845708829,-1.798389488,-1.728379967,-1.560414712
296,6/30/2009,-1.709799155,-2.028116992,-2.06341019,-2.012739858,-1.985086076,-1.904404013,-1.722715424,-1.677365877,-1.46882704
297,7/1/2009,-1.75445362,-2.080620499,-2.171146476,-2.187760341,-1.960687323,-1.913952319,-1.751738468,-1.568570411,-1.43896148
298,7/2/2009,-2.004292249,-2.262909474,-2.210314689,-2.374417062,-2.302333791,-2.03970427,-1.82975668,-1.966787439,-1.683140509
299,7/5/2009,-1.691787526,-2.085506376,-2.372575049,-2.298115672,-2.031911463,-1.754246621,-1.671636482,-1.63712941,-1.587881706
300,7/6/2009,-1.761850165,-2.050526854,-2.157515903,-2.28261736,-2.111808284,-1.948172373,-1.761266883,-1.654659719,-1.458423426
301,7/7/2009,-1.437057486,-1.921003263,-2.194338118,-2.137354733,-1.931101978,-1.329283755,-1.739624315,-1.441081438,-1.432871417
302,7/8/2009,-1.627848842,-2.027409534,-2.063118545,-2.120410097,-1.905505548,-1.610419215,-1.78429823,-1.694111525,-1.499660609
303,7/9/2009,-1.708927865,-2.048999401,-2.163589871,-2.212358824,-1.994001353,-1.722459924,-1.641493045,-1.559894456,-1.448648617
304,7/12/2009,-1.732494155,-2.058965487,-2.268250927,-2.356424308,-2.065326282,-1.658286836,-1.618249913,-1.668363755,-1.469228331
305,7/13/2009,-1.875489907,-2.0325662,-2.328227518,-2.297832848,-2.091489744,-1.891467957,-1.806141272,-1.753926194,-1.465499237
306,7/14/2009,-1.899439541,-1.915506629,-2.177819377,-2.315600366,-2.258918585,-1.867248988,-1.871193675,-1.659535293,-1.541757843
307,7/15/2009,-1.832191941,-1.94196304,-2.30669938,-2.335426134,-2.216141656,-1.723225921,-1.906417561,-1.557214309,-1.557191665
308,7/16/2009,-1.866079587,-2.132991876,-2.344098095,-2.363924117,-2.170951813,-1.939486303,-2.021365434,-1.869181796,-1.642659407
309,7/19/2009,-1.896788773,-2.302620322,-2.318489379,-2.307480465,-2.215352941,-1.899234451,-1.888756944,-1.838361218,-1.543370954
310,7/20/2009,-1.764152441,-2.002773575,-2.251817446,-2.340262406,-2.266858878,-1.922898107,-1.905069473,-1.697912603,-1.595092674
311,7/21/2009,-1.736181762,-1.985553037,-2.35348934,-2.350700749,-2.138755757,-1.801648363,-1.972514113,-1.6399416,-1.574581341
312,7/22/2009,-1.941486458,-2.07545703,-2.191275101,-2.378608063,-2.108882969,-1.928768106,-1.959791307,-1.933741176,-1.680702698
313,7/23/2009,-2.000413306,-2.084323906,-2.296912131,-2.387516128,-2.228992153,-1.998781906,-2.009612818,-1.845919637,-1.580884795
314,7/26/2009,-2.043745786,-2.212858764,-2.29918812,-2.432741111,-2.306268701,-1.93702064,-1.865779962,-1.891488816,-1.38105954
315,7/27/2009,-1.790882997,-2.035266365,-2.25751843,-2.33376272,-2.285913768,-1.88949054,-1.779937782,-1.819532108,-1.585565136
316,7/28/2009,-1.652142313,-1.893044913,-2.130670326,-2.242047685,-2.153320674,-1.724142596,-1.674924464,-1.663760663,-1.459922184
317,7/29/2009,-1.836091519,-2.05258207,-2.339000137,-2.278221803,-2.200675502,-1.864026007,-1.891968641,-1.482206273,-1.52304109
318,7/30/2009,-1.8324816,-2.045380453,-1.94620188,-2.175363315,-2.173104105,-1.809664317,-1.790126738,-1.648819795,-1.384473432
319,8/2/2009,-1.912078962,-2.048680763,-1.90509316,-2.038408744,-1.94717476,-1.990545316,-1.704267348,-1.869726937,-1.460703641
320,8/3/2009,-1.817789546,-2.016613977,-2.246759783,-2.312143253,-2.107721309,-1.921035455,-1.925603868,-1.724696567,-1.635679582
321,8/4/2009,-1.868245968,-1.988102884,-2.353778989,-2.387705393,-2.200100593,-1.841042381,-1.936731533,-1.780008703,-1.651861508
322,8/5/2009,-1.908833736,-2.129223485,-2.371909027,-2.479161899,-1.958086534,-1.940793839,-1.802125099,-1.83506776,-1.546035214
323,8/6/2009,-1.540073269,-1.765902249,-1.857022461,-2.066892943,-2.023509074,-1.622046396,-1.759095061,-1.555480036,-1.503011803
324,8/9/2009,-1.916988171,-2.161273754,-2.351970634,-2.453069878,-2.299074219,-1.880998361,-1.740506025,-1.845559279,-1.452289923
325,8/10/2009,-1.907705727,-2.178272896,-2.428129089,-2.433876533,-2.238910585,-1.814989753,-1.806045693,-1.824963658,-1.621852668
326,8/11/2009,-1.618787192,-1.88556246,-2.057706817,-2.052546622,-1.913255617,-1.623827632,-1.421590471,-1.583991562,-1.547505114
327,8/12/2009,-1.753321255,-1.9600428,-2.146995837,-2.166225905,-2.171913049,-1.794950797,-1.701477627,-1.709563069,-1.463411827
328,8/13/2009,-1.773538588,-1.978448099,-2.409116011,-2.545055988,-2.203928104,-1.89634771,-1.901449407,-1.625097935,-1.764703981
329,8/16/2009,-1.655007291,-2.045988176,-2.272313826,-2.344819477,-2.098764477,-1.888112957,-1.822222476,-1.547619116,-1.560754468
330,8/17/2009,-1.787000523,-2.07555208,-2.410602844,-2.371830395,-2.115916542,-1.872708925,-1.936510196,-1.787881228,-1.597391745
331,8/18/2009,-1.76583243,-1.933839168,-2.126960123,-2.274645094,-2.025204036,-1.874409797,-1.908696153,-1.68465296,-1.580758671
332,8/19/2009,-1.938255356,-1.970712477,-2.432159247,-2.37974753,-2.234465155,-1.883729899,-2.00976504,-1.794776999,-1.738688599
333,8/20/2009,-1.741812589,-1.930474553,-2.132009144,-2.179830912,-2.021096829,-1.742390452,-1.770384465,-1.757207841,-1.550445941
334,8/23/2009,-1.986157308,-2.153325778,-2.473609472,-2.500087107,-2.327618554,-1.877005411,-1.935698807,-1.910253856,-1.746169367
335,8/24/2009,-1.965897241,-2.079995891,-2.351799806,-2.482512321,-2.325335817,-1.860402676,-1.664796155,-1.955293528,-1.616227225
336,8/25/2009,-1.788022479,-2.006395705,-2.418731717,-2.423152398,-2.21278442,-2.058242288,-1.989553541,-1.733266526,-1.615948209
337,8/26/2009,-1.817836695,-1.975671433,-2.030120715,-2.308782212,-2.227500626,-1.947026221,-1.812428482,-1.796748592,-1.615113754
338,8/27/2009,-1.905671249,-2.061967253,-2.303885329,-2.401696397,-2.202866554,-1.986289467,-1.969583828,-1.828335771,-1.657627591
339,8/30/2009,-1.892521834,-1.980129658,-2.42665261,-2.362692101,-2.263235009,-1.839453576,-1.74166127,-1.914213489,-1.568799884
340,8/31/2009,-1.681397723,-1.834098628,-2.190406312,-2.226004132,-2.006950121,-1.958445339,-1.805754055,-1.603955385,-1.468777512
341,9/1/2009,-1.720009603,-1.960741094,-2.283104636,-2.318071026,-2.111157938,-1.911666128,-1.618743241,-1.616885696,-1.625798715
342,9/2/2009,-1.959040288,-2.073171462,-2.332856916,-2.524907224,-2.364289973,-1.995491913,-1.98916302,-1.817081693,-1.60857528
343,9/3/2009,-1.985236388,-1.879727885,-2.276396698,-2.481433163,-2.390943114,-1.762453212,-2.028549365,-1.743085364,-1.722967699
344,9/6/2009,-2.31458314,-2.49311434,-2.735872714,-2.894530474,-2.563383973,-2.028247722,-2.167219521,-2.165880229,-1.842617039
345,9/7/2009,-2.0013079,-2.090647889,-2.069999204,-2.26415797,-2.057426002,-1.929083984,-2.017034513,-2.004101935,-1.837611056
346,9/8/2009,-1.88910525,-2.005644966,-2.405412063,-2.484219821,-2.265844576,-1.895410179,-1.893544389,-1.929954606,-1.667628234
347,9/9/2009,-1.855747995,-1.904965302,-2.0462148,-2.341627689,-2.179353773,-1.971004832,-1.688713065,-1.754886692,-1.7428281
348,9/10/2009,-2.066126596,-2.158619319,-2.305973896,-2.311499142,-2.344546634,-1.875132182,-1.963683131,-1.86001401,-1.616207607
349,9/13/2009,-1.941834108,-1.917600513,-2.26476859,-2.285660917,-2.220036106,-1.907424194,-1.751197661,-1.873829865,-1.545700196
350,9/14/2009,-1.880498283,-1.956918034,-2.172724167,-2.318764465,-2.152918703,-1.96881716,-1.993915063,-1.827199223,-1.688184908
351,9/15/2009,-1.95543617,-2.058527383,-2.376674535,-2.387856905,-2.182436452,-1.81979255,-1.971462165,-1.827324944,-1.717077988
352,9/16/2009,-2.145633175,-2.133020565,-2.444421691,-2.583170778,-2.292651038,-1.853900264,-2.054555299,-2.067296139,-1.674361596
353,9/17/2009,-1.96112887,-1.981165164,-2.381911559,-2.485563324,-2.259780198,-1.995447524,-1.797478072,-2.082296348,-1.722147588
354,9/20/2009,-1.918091355,-2.014150993,-2.328054541,-2.327552902,-2.259404003,-2.011436327,-1.645301137,-1.961565185,-1.83194518
355,9/21/2009,-2.024068698,-2.03668612,-2.365071396,-2.532188693,-2.414087321,-1.962045806,-2.056624471,-1.773429599,-1.706222604
356,9/22/2009,-1.872195519,-2.111933885,-2.06256376,-2.207689709,-2.046367344,-1.61757827,-1.564125305,-1.590748297,-1.650567423
357,9/23/2009,-1.737081745,-1.922354367,-2.203142886,-2.21638979,-1.937735914,-1.816401675,-1.753576579,-1.763333033,-1.696392362
358,9/24/2009,-1.684994874,-1.853057073,-2.134282723,-2.207911894,-1.814943202,-1.831943618,-1.814243438,-1.62321734,-1.5901215
359,9/27/2009,-1.708815275,-1.951247944,-2.023648354,-2.093786781,-1.798879986,-1.651813352,-1.661052895,-1.689015396,-1.433707589
360,9/28/2009,-1.906008185,-1.805236244,-2.224017916,-2.329638331,-1.949817036,-1.790826731,-1.976054774,-1.829867197,-1.541788122
361,9/29/2009,-1.90912046,-1.917366117,-1.859885069,-2.290638251,-2.122032948,-1.886039333,-1.833555928,-1.830137187,-1.73641915
362,9/30/2009,-1.868905636,-1.924616267,-2.174511644,-2.222625345,-2.051671973,-1.951774838,-1.86012266,-1.689260789,-1.623763817
363,10/1/2009,-1.563820146,-1.720097013,-2.146640395,-2.16232161,-2.069447507,-1.750289739,-1.768487535,-1.389846185,-1.427143985
364,10/4/2009,-1.960481148,-1.942140412,-2.40511198,-2.502216187,-2.161370597,-1.961885452,-1.834545349,-1.750933664,-1.645554674
365,10/5/2009,-1.653030153,-1.961116867,-2.318138385,-2.405964496,-2.149023457,-1.808733122,-2.116554687,-1.707840675,-1.714662666
366,10/6/2009,-2.027378578,-2.031904773,-2.258786855,-2.410799716,-2.20333157,-1.694716296,-1.716155676,-1.890480878,-1.630233895
367,10/7/2009,-1.802541871,-2.04700843,-2.267222276,-2.328184926,-2.234152447,-1.811016563,-1.895646313,-1.945216495,-1.62221338
368,10/8/2009,-2.031706604,-1.919065978,-2.267975761,-2.344941918,-2.23977825,-1.845085115,-1.893233203,-1.925854838,-1.789188037
369,10/11/2009,-2.208565139,-2.227134271,-2.323005899,-2.569490813,-2.162364254,-1.933277566,-2.021261458,-1.737578076,-1.519295431
370,10/12/2009,-1.967897444,-1.945544852,-2.213134772,-2.349575167,-2.111526814,-1.806863776,-1.852097919,-1.791826176,-1.591474651
371,10/13/2009,-1.948031036,-2.000531253,-2.345737535,-2.31546427,-2.129943037,-1.690268707,-2.006317246,-1.787736905,-1.673558535
372,10/14/2009,-2.116425096,-1.916354799,-2.279239876,-2.406971525,-2.119504773,-1.788264174,-1.831166788,-1.707043228,-1.77253184
373,10/15/2009,-1.864754563,-1.810503355,-2.208692106,-2.436457513,-2.044415863,-1.847036337,-1.668804799,-1.784438685,-1.470106412
374,10/18/2009,-1.878254275,-1.984373007,-2.319613822,-2.397979962,-2.07778521,-1.863652038,-1.815385471,-1.76404204,-1.738485453
375,10/19/2009,-1.841219982,-1.738125424,-2.399530435,-2.401523352,-2.042154231,-1.762017692,-1.876453219,-1.815023393,-1.679769941
376,10/20/2009,-1.847756534,-1.939218021,-2.351878362,-2.377840716,-2.005736004,-1.855370425,-1.946170519,-1.616727433,-1.757807339
377,10/21/2009,-1.798203362,-1.770671292,-2.361014727,-2.463983853,-2.182011286,-1.921061945,-1.873215196,-1.603188373,-1.560722742
378,10/22/2009,-2.005909579,-2.030549814,-2.335270696,-2.558840995,-1.933410858,-2.066870235,-2.092283812,-1.853357311,-1.770724929
379,10/25/2009,-1.906666848,-1.90067188,-2.244196506,-2.363202793,-2.162470271,-1.936452155,-1.749280662,-1.785290728,-1.697848137
380,10/26/2009,-1.915297992,-1.85696856,-2.101485106,-2.311413346,-2.070215462,-2.035379438,-1.808942901,-1.67327942,-1.541816219
381,10/27/2009,-1.692907043,-1.959998284,-2.36577308,-2.309818961,-2.085719645,-1.834543688,-1.49542189,-1.528211251,-1.630542461
382,10/28/2009,-1.673693464,-1.946575465,-2.349116746,-2.312418881,-1.94648238,-1.769906298,-1.667357675,-1.389954385,-1.611716895
383,10/29/2009,-1.706187989,-1.815577697,-2.044425522,-2.294127423,-1.968878511,-1.835287328,-1.813102733,-1.470642491,-1.768828478
384,11/1/2009,-1.569324867,-1.83853048,-2.225487979,-2.148197539,-1.859498661,-1.592080068,-1.556248852,-1.344768413,-1.60595107
385,11/2/2009,-1.589307164,-1.885555252,-2.175949887,-2.179638649,-2.066214784,-2.023794054,-1.731171482,-1.417318841,-1.638759161
386,11/3/2009,-1.697843824,-1.993171884,-2.323509955,-2.338103012,-2.220980692,-2.025427179,-1.858373913,-1.581120212,-1.55376391
