"","MSE","QL"
"AUDUSD",0.000533640852732244,0.0200971277331606
"CADUSD",0.000270394818185305,0.0209552193335317
"CHFUSD",0.00041820558519324,0.0200654886924009
"EURUSD",0.000409369596860178,0.0233997456315361
"GBPUSD",0.000396019689987325,0.0296895088478284
"JPYUSD",0.0016871957497048,0.0450373687273583
"NOKUSD",0.000455306128532254,0.0163010178163942
"NZDUSD",0.000590615370167918,0.0187190533269243
"SEKUSD",0.000457651715727225,0.0114008825471889
