"","lambda","MSE"
"1",0.01,0.00152987159765287
"2",0.06,0.00161448259955384
"3",0.11,0.00169533765129401
"4",0.16,0.00177693298560642
"5",0.21,0.00185953199875022
"6",0.26,0.00194492611437762
"7",0.31,0.00203185675946531
"8",0.36,0.00211095156631151
"9",0.41,0.00218228854010446
"10",0.46,0.00225449452204101
"11",0.51,0.00232749207713491
"12",0.56,0.00239959044130176
"13",0.61,0.00245435290903612
"14",0.66,0.00250805544279046
"15",0.71,0.0025361044456548
"16",0.76,0.00253085280849411
"17",0.81,0.00251541720178265
"18",0.86,0.00250018517223343
"19",0.91,0.00248498612436381
"20",0.96,0.00247254139140375
"21",1.01,0.00246481045565557
"22",1.06,0.00245708817875842
"23",1.11,0.00244937457540893
"24",1.16,0.00244166966031996
"25",1.21,0.00243397344822061
"26",1.26,0.0024262859538563
"27",1.31,0.00242373971998889
"28",1.36,0.00242462941278762
"29",1.41,0.00242551922279795
"30",1.46,0.00242640914999693
"31",1.51,0.00242729919436161
"32",1.56,0.00242818935586901
"33",1.61,0.00242907963449624
"34",1.66,0.00242997003022028
"35",1.71,0.00242687056178244
"36",1.76,0.00242117682578135
"37",1.81,0.00241548789414691
"38",1.86,0.00240980377290314
"39",1.91,0.00240412446807898
"40",1.96,0.00239844998570834
"41",3,0.00233535797728941
"42",4,0.00229162762967733
"43",5,0.00224520593648359
"44",6,0.00217493972551026
"45",7,0.0021055000919572
"46",8,0.00203690007977242
"47",9,0.0019691528691601
"48",10,0.00189759084814604
"49",11,0.00182616654830565
"50",12,0.00175579387050067
"51",13,0.00168649033951074
"52",14,0.00161827367742774
"53",15,0.00155116180563691
"54",16,0.0014851728468173
"55",17,0.00142640517710053
"56",18,0.00138030727377003
"57",19,0.00137978696487795
"58",20,0.00137926673455725
"59",21,0.00137874658281835
"60",22,0.00137822650967146
"61",23,0.00137770651512695
"62",24,0.00137718659919509
"63",25,0.00137666676188626
"64",26,0.00137614700321068
"65",27,0.00137562732317871
"66",28,0.00137510772180064
"67",29,0.00137458819908684
"68",30,0.00137406875504756
"69",31,0.00137354938969315
"70",32,0.00137303010303392
"71",33,0.00137251089508018
"72",34,0.00137199176584226
"73",35,0.00137147271533049
"74",36,0.00137095374355517
"75",37,0.0013704348505266
"76",38,0.00136991603625518
"77",39,0.00136939730075113
"78",40,0.00136887864402487
"79",41,0.00136836006608665
"80",42,0.0013678415669469
"81",43,0.0013673231464291
"82",44,0.00136680480492625
"83",45,0.00136628654242119
"84",46,0.00136576835857829
"85",47,0.00136525025343666
"86",48,0.00136473222731938
"87",49,0.00136944333989902
"88",50,0.00139472795089318
"89",51,0.00142019719793051
"90",52,0.00144584990601768
"91",53,0.00146260695219452
"92",54,0.00145688694084597
"93",55,0.00145117583611128
"94",56,0.00144547365063048
"95",57,0.00143978039705603
"96",58,0.00143409608805268
"97",59,0.0014284207362978
"98",60,0.00142275435448098
"99",61,0.00141709695530436
"100",62,0.00141144855148249
"101",63,0.00140580915574247
"102",64,0.00140017878082381
"103",65,0.00139455743947845
"104",66,0.00138894514447093
"105",67,0.00138678540358817
"106",68,0.00139834188796813
"107",69,0.00140993667501257
"108",70,0.00142156965348542
"109",71,0.00143324071237475
"110",72,0.0014449497408923
"111",73,0.00145669662847315
"112",74,0.00146848126477525
"113",75,0.00148030353967907
"114",76,0.00149216334328717
"115",77,0.00150406056592381
"116",78,0.00151599509813454
"117",79,0.00152796683068581
"118",80,0.00153997565456456
"119",81,0.00155202146097782
"120",82,0.00156410414135236
"121",83,0.0015762235873342
"122",84,0.00158837969078831
"123",85,0.00160057234379814
"124",86,0.00161280143866528
"125",87,0.00162506686790903
"126",88,0.00163736852426602
"127",89,0.00164970630068982
"128",90,0.00166208009035053
"129",91,0.00167448978663442
"130",92,0.00168693528314351
"131",93,0.0016994164736952
"132",94,0.00171193325232185
"133",95,0.00172448551327044
"134",96,0.00173707315100213
"135",97,0.00174969606019193
"136",98,0.00176235413572822
"137",99,0.00177504727271249
"138",100,0.00178777536645885
