"","lambda","MSE"
"1",4.53999297624849e-05,0.000596000555519
"2",4.7727633936802e-05,0.000596000432629168
"3",5.01746820561753e-05,0.000596000303438658
"4",5.27471930155139e-05,0.000596000167624422
"5",5.54515994321769e-05,0.000596000024846865
"6",5.82946637308688e-05,0.000595999874748962
"7",6.12834950532221e-05,0.000595999716955405
"8",6.44255670343554e-05,0.000595999551071625
"9",6.77287364908539e-05,0.000595999376682826
"10",7.12012630669027e-05,0.000595999193352956
"11",7.48518298877006e-05,0.000595999000623596
"12",7.86895652717947e-05,0.000595998798012832
"13",8.27240655566322e-05,0.000595998585014036
"14",8.69654190944029e-05,0.000595998361094599
"15",9.14242314781733e-05,0.000595998125694628
"16",9.61116520613947e-05,0.000595997878225502
"17",0.000101039401837093,0.00059599761806842
"18",0.000106219802746459,0.000595997344572873
"19",0.000111665808490115,0.000595997057054987
"20",0.000117391036919118,0.000595996754795834
"21",0.00012340980408668,0.000595996437039618
"22",0.000129737160045754,0.000595996102991798
"23",0.000136388926482011,0.000595995751817095
"24",0.000143381736276293,0.00059599538263741
"25",0.000150733075095477,0.000595994994529624
"26",0.000158461325115751,0.000595994586523285
"27",0.000166585810987634,0.000595994157598185
"28",0.000175126848157658,0.000595993706681818
"29",0.000184105793667579,0.000595993232646693
"30",0.000193545099558094,0.000595992734307501
"31",0.000203468369010644,0.000595992210418172
"32",0.000213900415367661,0.000595991659668754
"33",0.000224867324178848,0.000595991080682126
"34",0.000236396518428641,0.000595990472010573
"35",0.000248516827107952,0.000595989832132151
"36",0.000261258557301668,0.00059598915944689
"37",0.000274653569972143,0.000595988452272796
"38",0.000288735359628203,0.000595987708841637
"39",0.000303539138078867,0.000595986927294522
"40",0.000319101922481203,0.000595986105677283
"41",0.000335462627902512,0.000595985241935528
"42",0.000352662164628256,0.000595984333909574
"43",0.000370743540459088,0.000595983379329
"44",0.000389751968252755,0.000595982375806992
"45",0.000409734978979787,0.000595981320834369
"46",0.000430742540575688,0.000595980211773313
"47",0.000452827182886797,0.000595979045850771
"48",0.000476044129022269,0.000595977820151534
"49",0.000500451433440611,0.000595976531610929
"50",0.000526110127116064,0.000595975177007187
"51",0.000553084370147834,0.00059597375295335
"52",0.000581441612193756,0.000595972255888846
"53",0.000611252761129572,0.00059597068207056
"54",0.000642592360355558,0.000595969027563493
"55",0.000675538775193844,0.000595967288230902
"56",0.000710174388842549,0.000595965459724012
"57",0.00074658580837668,0.000595963537471078
"58",0.000784864081310932,0.000595961516666014
"59",0.000825104923265905,0.000595959392256356
"60",0.000867408957307003,0.000595957158930629
"61",0.000911881965554516,0.000595954811105086
"62",0.000958635153694021,0.00059595234290975
