,pap_PredVol
333,0.0846830053982
334,0.0778358611809
335,0.0903086882211
336,0.0817492671347
337,0.0836349707595
338,0.0935905436527
339,0.066598595702
340,0.0663835080335
341,0.0968481743736
342,0.0927009733456
343,0.0846944019128
344,0.119678771756
345,0.130034465381
346,0.0983645997465
347,0.0839652553454
348,0.0931668481007
349,0.0770211717603
350,0.0701934144712
351,0.0572776521413
352,0.0867229820536
353,0.111296342836
354,0.0603792688559
355,0.0708541929305
356,0.0855273782374
357,0.0783152285158
358,0.0915483155577
359,0.214106372705
360,0.133472436085
361,0.101920124557
362,0.0910918883592
363,0.0886734652825
364,0.128507794942
365,0.0871311131442
366,0.0780582778962
367,0.0803104332353
368,0.0573727744367
369,0.0582107888877
370,0.0716972346942
371,0.0637601618393
372,0.128315880305
373,0.111984925889
374,0.0744829113769
375,0.0875620233854
376,0.0742476676236
377,0.0690478825251
378,0.078547955985
379,0.0782174159493
380,0.100686738861
381,0.101643232044
382,0.0918693708759
383,0.0845739667538
384,0.0659759005998
385,0.0949470836907
386,0.0787758054834
387,0.0769431234383
388,0.0768056467252
389,0.0650434360772
390,0.0817761891928
