"","lambda","MSE"
"1",0.0000453999297624849,0.000388546621276777
"2",0.000047727633936802,0.000388546681679151
"3",0.0000501746820561753,0.000388546745178433
"4",0.0000527471930155139,0.000388546811933396
"5",0.0000554515994321769,0.000388546882110968
"6",0.0000582946637308688,0.000388546955886621
"7",0.0000612834950532221,0.000388547033444845
"8",0.0000644255670343554,0.000388547114979569
"9",0.0000677287364908539,0.000388547200694677
"10",0.0000712012630669027,0.0003885472908045
"11",0.0000748518298877006,0.000388547385534363
"12",0.0000786895652717947,0.000388547485121143
"13",0.0000827240655566322,0.000388547589813858
"14",0.0000869654190944029,0.000388547699874297
"15",0.0000914242314781733,0.000388547815577669
"16",0.0000961116520613947,0.000388547937213298
"17",0.000101039401837093,0.000388548065085335
"18",0.000106219802746459,0.000388548199513536
"19",0.000111665808490115,0.00038854834083404
"20",0.000117391036919118,0.000388548489400225
"21",0.00012340980408668,0.000388548645583589
"22",0.000129737160045754,0.000388548809774675
"23",0.000136388926482011,0.000388548982384052
"24",0.000143381736276293,0.000388549163843344
"25",0.000150733075095477,0.000388549354606288
"26",0.000158461325115751,0.000388549555149905
"27",0.000166585810987634,0.000388549765975664
"28",0.000175126848157658,0.000388549987610743
"29",0.000184105793667579,0.000388550220609358
"30",0.000193545099558094,0.000388550465554137
"31",0.000203468369010644,0.00038855072305758
"32",0.000213900415367661,0.00038855099376359
"33",0.000224867324178848,0.000388551278349083
"34",0.000236396518428641,0.00038855157752569
"35",0.000248516827107952,0.00038855189204152
"36",0.000261258557301668,0.000388552222683048
"37",0.000274653569972143,0.000388552570277064
"38",0.000288735359628203,0.000388552935692758
"39",0.000303539138078867,0.000388553319843881
"40",0.000319101922481203,0.000388553723691044
"41",0.000335462627902512,0.000388554148244096
"42",0.000352662164628256,0.000388554594564672
"43",0.000370743540459088,0.000388555063768846
"44",0.000389751968252755,0.000388555557029904
"45",0.000409734978979787,0.000388556075581304
"46",0.000430742540575688,0.00038855662071974
"47",0.000452827182886797,0.000388557193808397
"48",0.000476044129022269,0.000388557796280348
"49",0.000500451433440611,0.000388558429642149
"50",0.000526110127116064,0.00038855909547761
"51",0.000553084370147834,0.000388559795451737
"52",0.000581441612193756,0.000388560531314922
"53",0.000611252761129572,0.000388561304907297
"54",0.000642592360355558,0.000388562118163354
"55",0.000675538775193844,0.000388562973116766
"56",0.000710174388842549,0.000388563871905492
"57",0.00074658580837668,0.000388564816777114
"58",0.000784864081310932,0.000388565810094462
"59",0.000825104923265905,0.000388566854341517
"60",0.000867408957307003,0.000388567952129627
"61",0.000911881965554516,0.00038856910620405
"62",0.000958635153694021,0.000388570319450801
"63",0.00100778542904851,0.000388571594903894
"64",0.00105945569290761,0.000388572935752898
"65",0.0011137751478448,0.000388574345350959
"66",0.00117087962079117,0.000388575827223144
"67",0.00123091190267348,0.000388577385075292
"68",0.00129402210546585,0.000388579022803274
"69",0.00136036803754789,0.000388580744502726
"70",0.00143011559830787,0.000388582554479312
"71",0.00150343919297757,0.000388584457259486
"72",0.00158052216873622,0.000388586457601825
"73",0.00166155727317393,0.000388588560508924
"74",0.00174674713626112,0.000388590771239922
"75",0.00183630477702891,0.000388593095323643
"76",0.00193045413622771,0.000388595538572452
"77",0.00202943063629574,0.000388598107096797
"78",0.00213348177003771,0.000388600807320462
"79",0.0022428677194858,0.000388603645996694
"80",0.00235786200649023,0.000388606630225073
"81",0.00247875217666636,0.00038860976746927
"82",0.0026058405184085,0.000388613065575755
"83",0.00273944481876837,0.000388616532793404
"84",0.00287989915808824,0.000388620177794171
"85",0.00302755474537582,0.000388624009694776
"86",0.00318278079650967,0.00038862803807953
"87",0.00334596545747127,0.000388632273024323
"88",0.00351751677491213,0.000388636725121854
"89",0.00369786371648293,0.000388641405508148
"90",0.00388745724347613,0.000388646325890429
"91",0.00408677143846407,0.000388651498576445
"92",0.00429630469075234,0.000388656936505277
"93",0.00451658094261267,0.000388662653279741
"94",0.00474815099941148,0.000388668663200449
"95",0.00499159390691022,0.000388674981301647
"96",0.00524751839918138,0.000388681623388837
"97",0.00551656442076078,0.000388688606078402
"98",0.00579940472684215,0.000388695946839212
"99",0.00609674656551564,0.000388703664036402
"100",0.00640933344625638,0.000388711776977373
"101",0.00673794699908547,0.000388720305960192
"102",0.00708340892905213,0.000388729272324454
"103",0.00744658307092434,0.000388738698504773
"104",0.00782837754922577,0.000388748608087006
"105",0.00822974704902003,0.000388759025867423
"106",0.00865169520312063,0.00038876997791483
"107",0.00909527710169582,0.000388781491635978
"108",0.00956160193054351,0.000388793595844304
"109",0.0100518357446336,0.000388806320832191
"110",0.0105672043838527,0.000388819698447003
"111",0.0111089965382423,0.000388833762170957
"112",0.0116785669703955,0.000388848547205199
"113",0.0122773399030684,0.000388864090558147
"114",0.0129068125804799,0.000388880431138439
"115",0.0135685590122009,0.000388897609852602
