,0,1
0,-6.862483954858956,-7.2070546971665586
1,-6.378028806940087,-9.121681749101947
2,-4.96973550155377,-9.29201054465578
3,-4.526344861707393,-4.426772414147789
4,-4.8555589472422955,-5.437342735368057
5,-8.027948241703031,-7.773925078619465
6,-6.382222601102454,-10.710784766753882
7,-5.582329704357712,-7.860568916198053
8,-9.137960530659525,-12.495522954518025
9,-9.90080814580493,-13.117480165493527
10,-8.977315824674822,-7.789168403154836
11,-7.680041094301633,-9.08355747065758
12,-7.628012073858156,-7.475590830104518
13,-11.323431184891936,-10.216589967133551
14,-7.94469353892935,-9.45539884332703
15,-7.723053685436776,-11.062682370715866
16,-6.512084371857794,-6.957526113468137
17,-9.158520613091683,-7.413249238034735
18,-6.277719513988659,-10.336364927123856
19,-7.837823461390532,-9.6918462729996
20,-3.0633920755055692,-5.002399527274995
21,-3.2219647078973574,-4.893337592882184
22,-6.799783177807595,-6.748588551845066
23,-9.165149747387423,-6.630071944115206
24,-14.09068255922819,-9.082914108044871
25,-7.238511600104912,-7.077032721160469
26,-5.186013472192484,-6.451457476427677
27,-10.429580365990466,-9.471788510454882
28,-7.134220779268212,-7.65877330476842
29,-9.127685487893078,-13.964369999974096
30,-10.40421996403953,-12.616482687814143
31,-8.852223018707905,-11.87883197280975
32,-6.667055270725351,-8.480490164730142
33,-8.2262504679772,-9.204573113366127
34,-8.263992156002207,-9.39632210920335
35,-6.548014235780437,-7.636361176877146
36,-6.977938944370659,-6.768907017039378
37,-6.014220758670833,-9.904741299746869
38,-8.58421311618237,-15.66681663454111
39,-8.516402644762783,-11.394694587694381
40,-7.256806102413702,-7.820718229266952
41,-7.714939642171754,-9.533956752855063
42,-7.620897230662506,-8.554661042699927
43,-6.3864321128658865,-7.82592703360299
44,-6.412094011739005,-10.238668118716287
45,-10.131839572143235,-9.928992056803894
46,-7.593982533134309,-8.603093265920261
47,-12.588662162358169,-13.954206589643103
48,-10.265091842981105,-10.950653925487714
49,-8.295687642612046,-7.389467845322746
50,-12.892618746291273,-8.587155596119635
51,-12.210036261440155,-10.010310036283894
52,-7.266967961908104,-8.458530725306092
53,-6.750474831597831,-7.021979296846759
54,-8.91932936348084,-8.192301556217402
55,-8.340741790322978,-13.54337471070515
56,-7.165823297599722,-8.726881069664662
57,-11.156697223307043,-12.308383009127692
58,-9.971296280984324,-11.839102086127214
59,-10.56786490749727,-11.857816511800678
60,-5.806399845666682,-8.290524023814108
61,-5.762098679434169,-7.806958483403231
62,-8.163939538017097,-9.640901324702597
63,-11.510556096334229,-11.227112093342363
64,-10.669466686904736,-10.484523509268174
65,-11.909050676003654,-9.15127743241583
66,-19.967897321008703,-11.555108487211811
67,-10.143230842038136,-8.025865942369157
68,-7.652961377950682,-9.229362882666605
69,-5.531527751684331,-10.209509308390786
70,-5.248061874463932,-8.172614182457915
71,-8.25653294894138,-8.576012226044261
72,-14.147551485795855,-9.13285946130982
73,-9.92882020380013,-14.07049805623755
74,-7.873117478412698,-9.484899371490737
75,-9.389657275709764,-10.647284744112842
76,-10.15884925063239,-8.397004106095617
77,-6.364430009536135,-7.440933350054534
78,-10.400794080694162,-8.95303604659553
79,-5.846574916700665,-8.675433802524783
80,-7.268914728094781,-8.011918888403436
81,-9.462909913246756,-12.42831880659312
82,-9.707246537945418,-10.940116070439581
83,-9.107293442967569,-8.816290309607101
84,-9.300895607586925,-11.134330211291045
85,-6.899701064058922,-9.11559050285574
86,-7.298805272472363,-8.53421380272395
87,-8.540463833846374,-8.449080773603681
88,-9.508239796526524,-8.905258008091673
89,-8.101227374984447,-10.47860126477658
90,-9.911970131912268,-10.528905489633754
91,-9.842916315276414,-9.561607882540102
92,-9.589414855033223,-11.032276978095888
93,-8.50703059421998,-8.150537802558357
94,-8.722348070626019,-8.365814607054846
95,-13.9280294138508,-12.157165647536711
96,-9.313776931989972,-11.02825963768431
97,-9.438751578500078,-8.465706582834086
98,-7.965296668975602,-13.562331538826147
99,-8.009946437562778,-7.174623633541558
100,-8.917370675849218,-7.703271526432609
101,-6.48255854494168,-8.42558487675537
102,-7.2192872938294075,-11.558561757923206
103,-14.980620738891837,-11.292251181269405
104,-8.886242742979073,-9.116850520005578
105,-9.920600398703591,-9.161996997851706
106,-9.194565046654741,-10.989047761220654
107,-8.486937459691413,-9.39840857662686
108,-13.176306649413831,-16.944699692126726
109,-7.877862114872933,-11.804298857134357
110,-9.858623963478868,-10.180448769786407
111,-8.180958521344593,-7.81608994794084
