,0,1
112,-8.975629107369574,-12.482228314299531
113,-10.961218944965124,-8.159469881623183
114,-7.189781317321893,-10.078589938000356
115,-9.75807822963374,-8.910616917012698
116,-7.338174408016953,-9.454719474013782
117,-7.067356817129883,-11.643712295908285
118,-10.302182180407556,-14.318709093453359
119,-8.283099499659926,-8.65667511504911
120,-14.334068275501895,-8.008696037271223
121,-8.928067804235392,-9.319256304893685
122,-8.094105470028444,-8.23376436646938
123,-8.911018706125098,-9.085106993010259
124,-9.117210666755287,-9.79495602393973
125,-8.934324214227443,-16.97561903561821
126,-8.905800684533023,-10.54729568924983
127,-10.781597858199415,-10.657647685615096
128,-7.86750578457052,-11.318400553240487
129,-5.430309997246068,-9.655717123397652
130,-5.957929172325133,-9.737692775508613
131,-15.514916434425453,-11.367336200115924
132,-13.74944957692435,-8.429088064260737
133,-8.460284898819927,-10.12920016294984
134,-16.129884196223685,-10.539303034140731
135,-8.832316183794925,-9.101179988331864
136,-8.962490650199838,-12.09488973839713
137,-8.519659525096754,-8.034347413685522
138,-9.799467915184035,-7.358757544282303
139,-8.657017918522916,-7.974996206087184
140,-10.33892940567054,-9.205729906866768
141,-9.46091824536104,-12.962560885441508
142,-8.636324847606991,-12.734692631192411
143,-7.389139828336502,-8.985494157024943
144,-11.168230607913006,-11.544167433827917
145,-8.061241100382192,-8.679168737913292
146,-8.62104757957365,-11.271660240640603
147,-6.482248786511887,-7.277928983264274
148,-9.16012575388262,-8.766832378604237
149,-7.637056982454174,-7.881443298076883
150,-9.678841934277033,-9.195428671721016
151,-9.254990189472753,-12.102560028419768
152,-7.354686664353518,-7.055171822256786
153,-6.957318819634175,-6.901163521380416
154,-7.907183911781438,-10.164695311352313
155,-9.059857866605181,-10.331437441051635
156,-6.317047361277685,-8.77342606580084
157,-5.5993932533896755,-10.321877338025034
158,-10.366593429862139,-8.52055851517775
159,-8.775047387980573,-8.1004451499585
160,-7.6355363371532805,-8.391873410599013
161,-14.715431476460717,-9.840454631405967
162,-12.31563877616679,-7.346518087712248
163,-7.799288565659001,-8.047133815929199
164,-6.896245563884933,-8.1527942804414
165,-7.240239973736019,-8.008324930836975
166,-13.145741614141809,-22.717893302661025
167,-7.3680884612460655,-8.241420133374085
168,-10.497645337111965,-9.641087431140264
169,-7.484869843277618,-8.033394329597456
170,-7.352710092345554,-7.630262685859718
171,-8.233188217948605,-8.00532154734957
172,-6.40701189477283,-6.868887863734961
173,-5.971365511807531,-7.3416912852952985
174,-9.212629575052448,-7.22885669120768
175,-8.736902726790047,-9.254545131451952
176,-6.446554218595434,-6.703080636233003
177,-8.528113645508274,-8.322891630128673
178,-9.847945095077442,-11.49047415135667
179,-10.295831149839875,-9.906239445218837
180,-11.782861743349818,-10.255376266581964
181,-7.706215880020045,-11.981612565628435
182,-7.6135523301640555,-10.737178149618849
183,-8.19896105632887,-7.87204727847684
184,-8.80220656203752,-9.8748536005584
185,-10.304560673646748,-9.859285710357206
186,-11.495000906347684,-9.582569268957458
187,-11.355981368216707,-11.296630602753895
188,-9.55303591614502,-10.421615616229378
189,-7.932254685888666,-10.939187190230088
190,-9.337705027553818,-10.382111675819147
191,-10.241568962280173,-9.800802598909247
192,-16.424478030802824,-8.868324464946914
193,-7.094006293668529,-8.24212714260973
194,-10.26731372596656,-9.860783419364813
195,-6.700112128644077,-12.139923328295765
196,-7.689048679266247,-7.593544158639404
197,-5.607429015369319,-7.854079149719298
198,-9.232244297101857,-11.510866950949673
199,-11.888139559498034,-8.805806211736163
200,-12.481483577707944,-9.35302269609931
201,-9.271455455875087,-13.419342665509756
202,-10.96539166398156,-12.041813845949962
203,-9.992595726449979,-10.6576117602574
204,-12.234971601055694,-14.202778724469706
205,-11.211837167888085,-9.687631143629716
206,-12.80277963982791,-11.643868403846007
207,-8.679627847945136,-9.076488437657328
208,-9.028666223148491,-11.184318452732722
209,-11.121065626398465,-13.963387134826313
210,-6.683219224563985,-7.489083213344592
211,-8.487066339239657,-8.95946313745824
212,-10.059129996323959,-10.906530202662362
213,-13.536941000440105,-8.795524932495416
214,-8.226429113761274,-8.637538703019812
215,-11.060777271178479,-11.341593768314242
216,-10.092069973073832,-13.328864151539275
217,-6.518645848306577,-7.685259599421759
218,-7.391835627630251,-7.984817671414878
219,-11.762253763403569,-14.212524240336043
220,-14.084886371898081,-9.2001960030933
221,-10.716697764019184,-13.811344050744314
222,-8.188644394115384,-11.58910209999974
223,-9.195634157281887,-8.080597575986268
224,-9.364866261104396,-9.813427951330102
225,-8.459204790453914,-11.4539838030384
226,-7.587958727234916,-6.683781946503173
227,-8.174522239718296,-8.194104857630272
228,-10.090733493523436,-9.843604905492171
229,-11.129494004207357,-9.852336583520499
230,-12.620577229317165,-9.628391894881938
231,-8.749365190678297,-11.200610223331914
232,-10.313016201498897,-10.431987237909022
233,-8.08325577625399,-9.548682119664235
234,-12.566356700089935,-8.263827208360809
235,-8.900970243605896,-10.995842920681481
236,-9.363176111438158,-11.30478927731855
237,-9.672006478850628,-11.4916247787139
238,-11.484374351652312,-11.623645712956531
239,-8.445507342710066,-9.160349894392061
240,-7.923255367879985,-10.975221936435664
241,-8.21900684796946,-13.638695433061104
242,-7.778115519565932,-9.052033324560323
243,-15.774159596188415,-7.943832584773158
244,-8.926604193773459,-8.856317267865304
245,-10.455512632233159,-11.907303508299528
246,-11.867619514624591,-15.65145127658748
247,-13.237723330421177,-10.846271058907856
248,-9.739829425137549,-9.640700811226
249,-8.728094110833952,-7.457772260773166
250,-9.92259915047962,-8.439532392731186
251,-15.69003394083879,-9.163362404338386
252,-9.276100599001916,-8.55415236840218
253,-10.696456159603647,-10.566858141441442
254,-16.447435397313658,-6.855171792774214
255,-8.337304773596484,-9.742726448350949
256,-9.089736419462689,-7.687109583430414
257,-8.34998693925918,-9.16189627957844
258,-7.218321091181217,-6.674049495130508
259,-10.597148535481702,-12.780687983594639
260,-10.430963714304434,-8.46318294436651
261,-12.597724250200931,-10.947902785799796
262,-9.917310875050234,-8.12163942333078
263,-8.613020758079404,-8.590240241392966
264,-6.7241401033386925,-10.302455439269169
265,-8.47753332245698,-6.92503901400536
266,-9.08773908063877,-8.211981987183767
267,-9.214754151451165,-14.82382495121879
268,-7.678630443581221,-8.92419833829772
269,-9.654723738070539,-9.974053872907389
270,-17.651408062728397,-8.9835022444795
271,-8.879014904068043,-10.61329257236001
272,-11.811446553038028,-10.118062125235829
273,-8.383746744413346,-8.2710667798053
274,-8.244972623654787,-9.639728091942983
275,-7.8002205618439815,-11.707149439660466
276,-9.86491445467943,-12.001021860720256
277,-19.12367370511429,-11.376921773648085
278,-14.242307037886565,-9.971534006112064
279,-8.792338734705996,-14.766041703279878
280,-15.484301652969803,-13.942066542615358
281,-10.543391809421879,-12.374197485809162
282,-10.267687801237633,-13.241581209242263
283,-11.203189785915992,-12.171188654561593
284,-10.173913755572235,-9.301711270438972
285,-8.775675259361252,-8.095956986563102
286,-8.49601778514381,-11.085340607264243
287,-7.593917550369794,-8.163708137994343
288,-10.13935742795501,-8.142592153753561
289,-12.309835893250588,-10.64875744165584
290,-8.68431335908669,-14.89897560975897
291,-9.918672147171698,-10.900918541611514
292,-10.211853443629208,-11.561675518963641
293,-12.542079154653083,-9.46841362943074
294,-11.422988613551643,-8.649516263847145
295,-14.683941305756994,-13.05902891690736
296,-13.982223969986903,-9.712315048343081
297,-8.880559972407305,-10.306939630707841
298,-7.8574674048327795,-12.98742189523101
299,-5.989674798147141,-12.768223280219726
300,-7.009086149293624,-10.214951676713012
301,-12.434954735130589,-14.038827540549903
302,-10.769391099564908,-12.382835847139136
303,-8.101471125257428,-7.243508752845361
304,-7.056156511772939,-7.4048041287449715
305,-6.349607942431348,-7.575408429627286
306,-7.734571037749431,-7.609637403033648
307,-9.623028115420295,-7.783666498303325
308,-8.844673674518384,-7.184903449534464
309,-18.233629867208844,-11.118636864318391
310,-12.866795270902063,-10.789391977943847
311,-12.449399181971954,-9.193963066724798
312,-9.177495069681914,-13.07177990188803
313,-10.804480384487329,-9.709524652858514
314,-10.464536833397936,-9.965569311564456
315,-10.658737325399425,-12.571364507247907
316,-8.710059541685675,-10.309256155055166
317,-9.033626079180499,-13.716408982346314
318,-8.222661623909122,-9.085102164065633
319,-7.639880753052849,-8.878455179517498
320,-8.989771649034557,-7.886719542004114
321,-8.738599617899949,-7.336858877617821
322,-10.97662189602214,-9.344048836208367
323,-10.376764131856982,-8.419534997279865
324,-11.1477887761715,-9.531605258269517
325,-11.49072477441091,-11.259380694486367
326,-9.740196926310439,-13.022756437074168
327,-7.144701056815002,-11.096621771701297
328,-6.738055823478602,-10.336515209837323
329,-7.978333544624487,-10.856681112656146
330,-10.518196383832127,-10.35760768546728
331,-10.07395201187703,-10.009730692180334
332,-15.242217459179674,-8.009337191547282
333,-11.302168879402045,-8.935443665299228
334,-9.087712960855756,-10.977779899363332
335,-10.554968854008653,-11.750308173109492
336,-10.042732883951002,-15.62885134428917
337,-10.054819903789053,-10.97000796869677
338,-8.240596376921905,-9.055822617013968
339,-8.781290071136773,-9.232355762740065
340,-9.209366138188258,-10.600962460849102
341,-10.704472483033086,-9.801997083704723
342,-8.580615151195817,-11.11541670256529
343,-9.743776462622703,-9.805243049608299
344,-10.380493947982787,-9.06103324745158
345,-10.217084572249998,-7.747503833720751
346,-11.235718471604194,-8.330981869906992
347,-9.084988609520316,-9.714886043164135
348,-12.699817446667723,-7.479739529312474
349,-10.650103788491199,-13.168425030543288
350,-8.731107535942721,-6.7057236106547995
351,-9.768465464012893,-7.0318054309237095
352,-8.247518099922722,-7.105531683536359
353,-6.963636101807714,-6.758507892121879
354,-7.931397522089896,-14.62126233179694
355,-9.725881621750798,-10.771151803929177
356,-6.020025654508379,-9.763965545485615
357,-5.898005544357711,-12.112721950434942
358,-8.977838094511288,-11.636529291596746
359,-9.259003069452284,-9.739189316475997
360,-11.329054164171271,-10.705504196816857
361,-11.817791409740279,-14.689920446249241
362,-8.135082034844748,-9.56471240589478
363,-8.448865210773748,-13.156757123217472
364,-9.500170080607123,-11.54661325138705
365,-14.754657659505671,-10.547821025103183
366,-9.447270678181317,-12.191602397620676
367,-7.931965117106789,-7.1393273569403215
368,-8.628955030521492,-7.171612301112661
369,-9.69755974463612,-8.524565384776894
370,-9.744271071740927,-8.912261608025132
371,-7.088592181102513,-6.140918467415835
372,-9.545616441526265,-6.245203887667028
373,-10.758465261108196,-11.693697058784405
374,-13.549805199085643,-9.39748760470623
375,-9.987679629455306,-9.204566384442987
376,-9.21431261800513,-10.959736113269313
377,-10.008709756690113,-7.932740185636958
378,-6.103571165392378,-13.585919924095064
379,-8.313423618864427,-10.649234583610221
380,-10.586291443123603,-7.894743398439813
381,-10.550063463666126,-9.678768068814268
382,-8.703962062901281,-13.853893381566175
383,-11.243491139447197,-14.415285394465519
384,-10.472035327451339,-11.452771844656791
385,-9.433559350994523,-11.33618161695409
386,-8.643334240204755,-9.73760964023652
387,-12.30086545157641,-11.663063371624835
388,-9.631916018910118,-11.232062441883258
389,-8.817338816143538,-7.900698689155824
390,-8.16780118019017,
