,pap_PredVol
0,0.193936351466
1,0.235148821262
2,0.151812246281
3,0.0477922816703
4,0.136024819566
5,0.154086293505
6,0.195212435535
7,0.133862726601
8,0.144231254076
9,0.15131180137
10,0.162547514377
11,0.184040674094
12,0.161981044076
13,0.165457591517
14,0.146628398048
15,0.167664254594
16,0.129123621374
17,0.139386105956
18,0.182718284914
19,0.162855585962
20,0.379024311872
21,0.179332961768
22,0.145956073579
23,0.135727548379
24,0.134856088979
25,0.108053473401
26,0.182848286792
27,0.17741271296
28,0.149175382171
29,0.159597315247
30,0.165102252087
31,0.15314134284
32,0.117474280349
33,0.133830856785
34,0.117780048625
35,0.155634484193
36,0.125102163824
37,0.0756678448207
38,0.0619917593575
39,0.0761394860952
40,0.102698049322
41,0.123819422147
42,0.101681176974
43,0.0606415044028
44,0.101157962856
45,0.107466068981
46,0.129904249883
47,0.128057505682
48,0.122155989148
49,0.106357545093
50,0.107943911156
51,0.105712270248
52,0.132136233517
53,0.0979262381625
54,0.109492479172
55,0.12493900919
56,0.0971443571316
57,0.100923157768
58,0.0940878114413
59,0.099160255809
60,0.154007687212
61,0.0979317979197
62,0.114805992549
63,0.11797201873
64,0.113150823186
65,0.115744898037
66,0.115698763498
67,0.121971043078
68,0.100184889958
69,0.163112901754
70,0.0906029120236
71,0.106713695107
72,0.105866666206
73,0.0988845980028
74,0.118399854415
75,0.127542288316
76,0.13376577714
77,0.0922721325033
78,0.0867577579464
79,0.140514431618
80,0.114116176474
81,0.105302538229
82,0.0975024736734
83,0.108031212585
84,0.0984738914176
85,0.130224273106
86,0.104217613531
87,0.0902390726134
88,0.0988551970368
89,0.116266883063
90,0.123308023937
91,0.116019528618
92,0.107746109569
93,0.0935319306498
94,0.106295324824
95,0.107240618693
96,0.116736582187
97,0.107815836951
98,0.0891796179667
99,0.107404395301
100,0.0958268214164
101,0.134940647256
102,0.107879158662
103,0.107320689061
104,0.0955615126431
105,0.102572335515
106,0.112651524037
107,0.0982938216616
108,0.0996704013752
109,0.11913941626
110,0.111907939302
111,0.0951767262774
112,0.0839315335378
113,0.0797647441574
114,0.107228430085
115,0.0996241126914
116,0.125123848074
117,0.0959265296459
118,0.10171961015
119,0.0858214159704
120,0.085049808147
121,0.0965656239398
122,0.0790918252026
123,0.0907062277388
124,0.101182887946
125,0.0897030396996
126,0.0780582954981
127,0.0826166255962
128,0.0630465354704
129,0.129241227596
130,0.0783957748918
131,0.0779682329724
132,0.0790018150256
133,0.0935521327422
134,0.0938665020581
135,0.105947057685
136,0.117266365841
137,0.103141659081
138,0.0956930946397
139,0.108880290124
140,0.114567902691
141,0.123390322228
142,0.136714667788
143,0.11185652529
144,0.115613597457
145,0.133376900968
146,0.146803416049
147,0.107683531822
148,0.0974292803015
149,0.119389371899
150,0.127301005721
151,0.1370802302
152,0.16237030319
153,0.131521564349
154,0.150707228149
155,0.139925785902
156,0.182414207182
157,0.121585693609
158,0.115976210577
159,0.128407685851
160,0.106430891149
161,0.105793237784
162,0.103676373482
163,0.123925486604
164,0.0921202007745
165,0.11889966389
166,0.117501884997
167,0.0923807116961
168,0.0871270115903
169,0.110823345702
170,0.085508266532
171,0.101808202346
172,0.142427746407
173,0.0919227372253
174,0.0819341766926
175,0.0692633287719
176,0.109087664253
177,0.0950225374666
178,0.087752345246
179,0.0935638510049
180,0.0963268713445
181,0.117540574306
182,0.095320878058
183,0.0787395913817
184,0.0910033933981
185,0.0852171982006
186,0.0820264519436
187,0.0786060276874
188,0.0870313128336
189,0.105977978013
190,0.115361008262
191,0.109389671606
192,0.109118359039
193,0.0803075067383
194,0.0862024706728
195,0.121284857848
196,0.142681434493
197,0.082096832316
198,0.0722057543976
199,0.0695844147598
200,0.0715328244379
201,0.0812318706405
202,0.0770737656183
203,0.0703108275862
204,0.0681068373121
205,0.0644307950726
206,0.0660900446844
207,0.0791289988989
208,0.0681780931744
209,0.0720248194394
210,0.10740478328
211,0.0930480060814
212,0.0865063504975
213,0.0876558018902
214,0.0713006864053
215,0.0673362383413
216,0.0737710353292
217,0.112185434005
218,0.0873607752165
219,0.090152412873
220,0.0892784242381
221,0.0939870985076
222,0.077320059084
223,0.0873938611623
224,0.0781373968832
225,0.092695574682
226,0.115201439085
227,0.0984162959299
228,0.0919771975176
229,0.088146647974
230,0.0899641565779
231,0.10255629499
232,0.0967945108209
233,0.0792256618175
234,0.0810931175413
235,0.0927660203583
236,0.083501730368
237,0.0914404502597
238,0.0882327055642
239,0.102890930509
240,0.083858819704
241,0.100274743961
242,0.0798101244169
243,0.0801856891169
244,0.0917099353283
245,0.086344384922
246,0.0889927580081
247,0.0903277077088
248,0.0826536879514
249,0.0699269106394
250,0.0769307305641
251,0.0765390316033
252,0.0668624859899
253,0.0716190577923
254,0.0713508417297
255,0.0868239395608
256,0.0762023671169
257,0.0915776591779
258,0.0645030939853
259,0.0595043783263
260,0.0649361938129
261,0.0667745892643
262,0.0737969527585
263,0.0603164432795
264,0.0949798728145
265,0.0805545005673
266,0.0911866857492
267,0.0812087303126
268,0.0597004055772
269,0.0677080241487
270,0.0675611161507
271,0.0793628661671
272,0.0820866771667
273,0.0669687403612
274,0.0831729160429
275,0.0629332367707
276,0.0557244688519
277,0.0557948322845
278,0.0566026666458
279,0.0689271267203
280,0.0693612635375
281,0.0642263686453
282,0.0701202301029
283,0.0664282593826
284,0.0726050474193
285,0.0601774742172
286,0.0744701380424
287,0.0520312280806
288,0.0457467891617
289,0.0478698043404
290,0.0608782472266
291,0.05386066178
292,0.0599213814907
293,0.0618116439781
294,0.0585039178855
295,0.0591516906126
296,0.0582316677017
297,0.0700243039837
298,0.0503557409395
299,0.100400504689
300,0.0703399990757
301,0.0683457293892
302,0.0637594929988
303,0.0811690571026
304,0.0518077705383
305,0.0936100682738
306,0.0726950022824
307,0.0808305349845
308,0.0688243919094
309,0.0689341957629
310,0.0705411773738
311,0.0725210958852
312,0.0623555134439
313,0.0668619877016
314,0.0722033827415
315,0.0673562535216
316,0.0801983107812
317,0.0692745288681
318,0.0528885754812
319,0.0748176838261
320,0.0636517284054
321,0.0763118303608
322,0.0721770081517
323,0.0665959789002
324,0.0703916487011
325,0.0671940731199
326,0.0748666829012
327,0.102956433167
328,0.0685333498072
329,0.0870484848247
330,0.081848492825
331,0.0753551383007
332,0.0748651400464
333,0.0713514357387
334,0.0819837597767
335,0.0768785024763
336,0.0702829943065
337,0.0768387626622
338,0.0605990914249
339,0.0729918243132
340,0.0829966966687
341,0.0877342415191
342,0.101434952164
343,0.093776062294
344,0.0993466931381
345,0.0933018049164
346,0.089669395994
347,0.0790225789942
348,0.0772756724134
349,0.0821437707948
350,0.0694361546392
351,0.0770010805005
352,0.0931846456286
353,0.0624331931542
354,0.0813879802712
355,0.0736602556057
356,0.122951302093
357,0.0705593755003
358,0.0817921548534
359,0.0720325321304
360,0.0754993190211
361,0.0727841354246
362,0.0556647022439
363,0.0702983376443
364,0.0616473781527
365,0.0610221092959
366,0.069904936986
367,0.0509555284271
368,0.0643290635562
369,0.072166998555
370,0.0645100025291
371,0.0933989530887
372,0.0849423543011
373,0.0803309951123
374,0.0814730768461
375,0.0746934947368
376,0.0846736532171
377,0.0779649853576
378,0.125239421925
379,0.109580458912
380,0.104554533707
381,0.0994367393982
382,0.0865554703098
383,0.0901737898739
384,0.0954951961991
385,0.0865512616057
386,0.0732735320946
387,0.0754060908518
388,0.0673066318502
389,0.0794779945272
