,pap_lnSE
373,-10.758465261108196
374,-13.549805199085643
375,-9.987679629455306
376,-9.21431261800513
377,-10.008709756690113
378,-6.103571165392378
379,-8.313423618864427
380,-10.586291443123603
381,-10.550063463666126
382,-8.703962062901281
383,-11.243491139447197
384,-10.472035327451339
385,-9.433559350994523
386,-8.643334240204755
387,-12.30086545157641
388,-9.631916018910118
389,-8.817338816143538
390,-8.16780118019017
