,Volatility_Time,Volatility_Time.1,Volatility_Time.2,Volatility_Time.3,Volatility_Time.4,Volatility_Time.5,Volatility_Time.6
0,-11.15237592859726,-10.753674369556734,-7.67619590817609,-9.098720797694904,-9.296902934543189,-11.153635246140537,-20.220188646934872
1,-5.946513575331836,-8.654443125390776,-8.236961097229972,-6.232293700505628,-9.177186839989144,-5.979616654048088,-5.833563570726566
2,-6.174642426696997,-10.279793418746856,-9.223357727162018,-7.341747956349473,-8.281125635646038,-7.504101886940573,-6.360821493341732
3,-4.134082380176285,-4.483354032038832,-4.161784695881822,-4.366748946232775,-5.116734746319123,-4.382429109702145,-4.0552985392759195
4,-6.285615369845733,-7.3172582943481554,-6.1468376850729145,-6.300456641614077,-7.813493233844617,-6.486962166260899,-6.865896575199524
5,-7.047505669993073,-7.152217766634458,-6.372734269131302,-6.7209927986047315,-7.378740214677674,-6.359963680179795,-6.3669712938628535
6,-6.495166023057935,-10.452397695495815,-9.720702938798732,-8.419318069724246,-10.360427449953525,-7.996109242702423,-7.8877131027643195
7,-7.3336933231583465,-8.32770153675543,-8.269218538664983,-10.672492706992777,-10.478135266188508,-7.615924451448035,-8.876242459096803
8,-10.007019105364284,-11.647583348465739,-8.641724536589065,-10.422715375338742,-13.050537602370918,-7.6385386710245955,-7.560957920999872
9,-9.48889322740737,-9.368239338936373,-13.959152000476548,-13.6266437895533,-7.9886080710981755,-11.359975106671993,-13.077718768957734
10,-7.439795120669945,-7.697150988884317,-9.284329506977924,-7.949537547888975,-8.183872819272294,-8.524642190559396,-6.25437051440103
11,-7.203234084247062,-8.190338014419572,-11.951851080309996,-9.284742738998373,-21.47177418963781,-14.038767340505713,-8.827897856579384
12,-11.306486299831123,-8.33808168818051,-11.198126210111957,-8.280196899661362,-10.859955115067118,-9.146093386513298,-10.690550499531815
13,-13.579008294651508,-19.389067092525842,-8.529842950620779,-10.532433569950092,-11.322567110520213,-8.465220888631485,-8.637061752682358
14,-8.739748556874783,-9.790150424664304,-6.810942092878979,-7.88648494278279,-9.019896887664274,-8.231111744113901,-7.813875947671485
