,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
n,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0
lr_mse_train,0.0010102213625053657,0.0009248304887728246,0.0009323592673988584,0.0009322625995797091,0.0009240533397216637,0.0009270827736676685,0.0009217914169091368,0.0009190158905378957,0.0009181426824944302,0.0009183625293699769,0.0009221872325064322,0.0009277997427739496,0.0009306710631847127,0.0009339972932212639,0.0009395531143316519
