,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
n,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0
lr_mse_train,0.0006216918839861702,0.0005775598348555992,0.0005795636487135421,0.0005758268170199255,0.0005587232675354587,0.0005595845585061608,0.0005495162825681709,0.0005507850882898324,0.0005516028572105483,0.0005514513505263582,0.0005567029884884819,0.0005594415943918307,0.0005589718165285644,0.0005624865363365767,0.0005643807267002516
