,0,1,2,3,4,5,6,7,8
90,-1.3753687947169133,-2.03647289489481,-1.9105338946578303,-1.9083057588214378,-1.9498060778217052,-1.4094290367361895,-1.7815118683793507,-1.409328268465377,-1.6056563576806058
91,-1.3625234270965836,-2.0528214797359485,-1.9833868176151337,-1.9868116683503085,-1.9693502650672727,-1.5777395678050532,-1.759230970206318,-1.235780865823567,-1.6458257049063798
92,-1.4039004238037047,-2.0320068156553432,-1.930541296302319,-1.830398109889729,-1.9107884600327332,-1.5703276625923792,-1.7350492476862691,-1.2755154812377145,-1.6937828652541174
93,-1.1680665520990565,-1.7017193830304613,-1.3366670938368581,-1.427108149178967,-1.4665994329926062,-1.0812206237824733,-1.2680392300750973,-1.147003602866337,-1.2460747053561767
94,-1.1242665355679384,-1.9189259686313873,-1.432271425431677,-1.5488382670515013,-1.66161319738738,-1.2195196803440935,-1.3756221437619454,-1.1783617926555356,-1.394494547613922
95,-1.0557789394240673,-1.8062522736589075,-1.4947572394903381,-1.5523066007409538,-1.6196697733950431,-1.2269356396076394,-1.3291813182149232,-1.0219487613729248,-1.2726048259006495
96,-1.0572089482393179,-1.8513636967277487,-1.4504482172727389,-1.5068836161913706,-1.6291490514767744,-1.2255283346918178,-1.3682598568077406,-1.1528969389463934,-1.369159392093702
97,-1.1213251140312142,-1.588999827095384,-1.4953270993230952,-1.5517581348712726,-1.5586017320335552,-1.4582504157348875,-1.3295847518855008,-1.1226284357039078,-1.3375185711663942
98,-1.4306440091113806,-1.8487644814221191,-1.7014575853069271,-1.813675525200889,-1.8104912942631755,-1.4830866602321895,-1.565219058604457,-1.326647595884262,-1.525138351179881
99,-1.3903746234930168,-2.0202422671571685,-1.7127567410030653,-1.7800527797182086,-1.8845736700816413,-1.6254336136366438,-1.5955296930468024,-1.4413600402281461,-1.5742636095856593
100,-1.4251934130299673,-2.1555576380073647,-1.9218326940823318,-1.913915409773523,-2.1139061928431375,-1.6459108503446545,-1.5882036493197562,-1.4373806212996596,-1.644573570026493
101,-1.5986847449376538,-2.1225592061569127,-1.8408608417602044,-1.814113566153326,-2.0126378020681974,-1.7264896184273375,-1.7695284055680567,-1.5615895916677698,-1.5975447397438978
102,-1.6224868551658567,-2.1775864867152888,-1.9152248299343022,-2.071013578159601,-2.0323802373630047,-1.6162517431626724,-1.7831233545739154,-1.6138030176925335,-1.6837054965007698
103,-1.455966072380977,-1.9403444588526546,-1.4711239484367804,-1.6542874741328037,-1.6880057498849694,-1.406811813655246,-1.609335947293855,-1.5448581684193294,-1.433771019966962
104,-1.2055671176254523,-1.8266140137784297,-1.7705521571042804,-1.7041201566547606,-1.6198645925832926,-1.5536030458697492,-1.5292932469907703,-1.1468904520299281,-1.5033435173557588
105,-1.4198739612758227,-1.915158599630085,-1.7315428343122397,-1.630031281110335,-1.7002693128120079,-1.7321950284778733,-1.553660553321359,-1.4249444014165527,-1.493690046893656
106,-1.3361078012101482,-1.8643028403252238,-1.8326194956416137,-1.6585596183466715,-1.865637635888521,-1.652384156451907,-1.5445490940306552,-1.398619896046088,-1.4160483006436355
107,-1.250816577179547,-1.8481120164644254,-1.7260088190172236,-1.6709355473535152,-1.6828363913159323,-1.6274233437465844,-1.472013277244423,-1.267560904243475,-1.473219378873407
108,-0.516850712339741,-1.5965267340822336,-1.6147973309775463,-1.5911953324343862,-1.6107530637574885,-0.9613728429567644,-1.3251532624930644,-0.7623746529492511,-1.3389441245161635
109,-0.42990206103188305,-1.7043223605431421,-1.7272731129659853,-1.5037493542734395,-1.389588220678381,-1.0223412500589466,-1.2434934846460437,-0.48580104149863507,-1.2779980778505857
110,-0.01725676491227691,-1.4393060825280084,-1.4842737711564225,-1.4157914822326385,-1.3779950491089032,-0.7259592248400085,-1.0748952491432884,-0.17507825086366424,-1.1431112793511409
111,-0.4699494259662202,-1.5183807681359702,-1.7684155639885073,-1.6930091372772054,-1.5795998927905885,-1.1872281621754366,-1.463428430967399,-0.56652177872996,-1.3452395995379474
112,-0.13977719468065877,-0.9829877833173046,-1.4933752233069177,-1.4134086878902863,-1.2140707556795098,-0.870841853076772,-1.142823965928937,-0.265902984709544,-1.0871482964920796
113,-0.5566214243433586,-1.3726937336590275,-1.4962055409081016,-1.5132423931200027,-1.4393635498794277,-1.3412985679343905,-1.2969214912017581,-0.5845905285174348,-1.3375428021230042
114,-0.6310117451003648,-1.3808844219882421,-1.875546361631996,-1.6849322243749307,-1.633992288926055,-1.404678752462899,-1.4296082783184123,-0.7445387852644859,-1.3120403987392402
115,-0.6591003496362173,-1.5036976951971601,-1.8992553794888272,-1.8124491496871646,-1.8223207297397108,-1.4182705145644763,-1.395625756346482,-0.7901984142605347,-1.3140069515159536
116,-0.30692514705021134,-1.3097391952886908,-1.5874807301504068,-1.4796516774896409,-1.443720386699366,-1.2053620953366573,-0.9490953510613108,-0.4293368079295768,-0.9165318335150515
117,-0.5982712019748286,-1.5874001869117758,-1.8697083889964696,-1.7743649488289872,-1.8945957541930103,-1.5412259831291362,-1.280492011120489,-0.8461723194245155,-1.2179478252540896
118,-0.9604944716614058,-1.8378240609699164,-2.040231449941575,-1.881250451073686,-1.7046030364038285,-1.6113295581299856,-1.175043770362763,-1.062781665453751,-1.1695583302717028
119,-1.0066698549839428,-1.6708252326347135,-1.9321780598558034,-1.8218742764802471,-1.5674102496239095,-1.5926584104832644,-1.239774083321733,-1.1492967061659651,-1.2187422878120708
120,-0.7005546914868136,-1.576015294647474,-1.5325293224582375,-1.2396025613169364,-1.0862631444220012,-1.3373000910601773,-0.8919941430937177,-0.7788305890490418,-0.9061679547637881
121,-0.558726868065667,-1.4996484470612117,-1.749295058045822,-1.3545270740252757,-1.2160059743015479,-1.1493549695344671,-0.8974740274213521,-0.6506466497514367,-1.0423283118088937
122,-0.34456586471062933,-1.1768655615503902,-1.1753015038812804,-1.1057119637598989,-0.6717332911727475,-0.4409890437896931,-0.625608579106311,-0.41765964828783175,-0.8379313923522315
123,-0.6402898518037898,-1.4517808033003199,-1.322127236536173,-1.2146365824150556,-0.8935763800222366,-0.8047468960123831,-0.9974236527991536,-0.6305476228885143,-0.9093149015445595
124,-0.7201621872055534,-1.4535273249518494,-1.57939843729513,-1.3392349437801794,-1.141213633506582,-0.8784932307892386,-1.0015687126606172,-0.6941812249816762,-0.9456216588727028
125,-0.48763777843677425,-0.9782807905015636,-1.2283261620348722,-1.1882175607309529,-1.1217559471887306,-0.8497369282724972,-0.8850269496441308,-0.578252548750546,-0.9064308552911634
126,-0.5425022457504113,-1.0110971982722028,-1.2650673185862642,-1.167393587123181,-1.134987531618064,-1.1285450725235988,-0.9047913823062124,-0.5881758026222007,-0.8083951231908422
127,-0.5934490305457559,-0.9153417180981288,-1.3587498757219638,-1.2205675950654011,-1.0459018968950724,-1.0292948984401238,-0.9979859500022042,-0.7124484444812129,-1.002467124961982
128,-0.9115152379793182,-1.3855224796671088,-1.8601621277449576,-1.743626607931432,-1.3345204547571157,-0.3197726365289224,-1.3464089530552008,-1.15222127271514,-1.4061762716564405
129,-0.8801048972029794,-1.3129964913004954,-1.6217183369267056,-1.4846527682212474,-1.252702110690339,-1.4008829580603164,-1.2094119526070921,-0.9612513063302565,-1.2870045805219883
130,-0.7885049121416985,-1.2161216646211739,-1.4281525325305946,-1.227558994330331,-1.1069694754773622,-1.4276302422380722,-1.1101498801691518,-0.9458902973845239,-1.0559576440918843
131,-0.6520727870538896,-1.4366667959565864,-1.5793394254264501,-1.4517318051644676,-1.1809428687656915,-1.3102440294277646,-1.10089407438588,-0.8651856248305386,-1.0178687610507802
132,-0.9220590153806921,-1.3085958667657047,-1.7709477035968593,-1.5330586801645518,-1.2273614105303616,-1.4061546931774527,-1.2699660812387081,-1.073853054364869,-1.3018143428802278
133,-0.8685353486190907,-1.3077074622440783,-1.7872167575866775,-1.6220546030397485,-1.3449066280057347,-0.051747534876409734,-1.365486069807425,-1.0646387500289536,-1.2898154606032237
134,-0.8570419882750449,-1.508719257347518,-1.9458646905765964,-1.732442510686382,-1.5173150470053163,-1.1604498530450316,-1.3077580438032022,-1.01321364287658,-1.3360710088174899
135,-0.7936408793268668,-1.4184209827977947,-1.7714109811503729,-1.556033939174608,-1.2151082903201103,-0.9022797440601047,-1.16910191648923,-0.8798557015701698,-1.1176222107057532
136,-0.6555196917668148,-1.240097877828719,-1.7168818118081166,-1.248482114371199,-1.0759156081595636,-0.7783402349185969,-1.058058065494935,-0.6525954431650173,-0.922800210259291
137,-0.8462444593326353,-1.2894821034712929,-1.6772460547991854,-1.4791307684619275,-1.2242814528303887,-0.044608110903013566,-1.1391452277017027,-0.9229187841344457,-1.1278450204485782
138,-0.9408683424738474,-1.3215788840245124,-1.817290797359922,-1.6025793221160654,-1.4189954868156545,-0.18039381812514638,-1.3105230201107456,-1.0289748941972456,-1.4016699593407567
139,-1.0990266563276663,-1.4440133222140485,-2.1260885953358875,-1.7079098688813275,-1.6611145975684731,-1.5018394719746482,-1.2786857371318034,-1.1847776734316113,-1.1972163964522287
140,-1.0538570572381827,-1.610085914249518,-1.9682990954321335,-1.52427833697894,-1.452382458784151,-1.6762884092878179,-1.2683012688213804,-1.1424922499932952,-1.249494498648903
141,-0.7685786031730254,-1.3286199843909947,-1.8264786852316741,-1.6645047717334385,-1.6648462870009983,-0.49745348680164775,-1.385008710219061,-0.8826608667181334,-1.2636640476528334
142,-0.7741622278735117,-1.5204426697249473,-1.6470161077626466,-1.5345370558209888,-1.4815630301201064,-0.7368698884882214,-1.0755927874668334,-0.8426374663215698,-0.9478059108818533
143,-0.9282869099806981,-1.2170942857516305,-1.6907369828066254,-1.5996267679833382,-1.4411458958689947,-0.5264273093762742,-0.9402558653683817,-1.0201902608272782,-0.909922588488971
144,-0.687987981338497,-1.2904906447176754,-1.6036307486929693,-1.4238191362057417,-1.2845584320988392,-0.40293255145378143,-1.0277755164798996,-0.7191191509734443,-0.811324239981104
145,-1.1754872576280848,-1.4692575438348843,-1.8305134521006414,-1.6670087080242402,-1.4297561295402472,-0.4964314031824818,-1.227887932133324,-1.1951369862898467,-1.1903067108389989
146,-1.5011534705856864,-1.7601516829682222,-2.0374513774551586,-1.970968704248922,-1.7185126881443813,-0.5631970994947433,-1.573894545742195,-1.4515961591988635,-1.3976330678337807
147,-1.3797240537707562,-1.5521657343659598,-1.8793028453098044,-1.8162612261448567,-1.6403824949353463,-0.2166235092147708,-1.3259642989312959,-1.4944767150066403,-1.1844269961062974
148,-1.285062053868738,-1.4569884708102776,-1.8904503976199107,-1.7204651343834656,-1.5090730459762194,-0.19883408581630257,-1.274655922586993,-1.2286222336094343,-1.3250503570895373
149,-1.029768229544334,-1.6237264885072709,-1.9190161811227104,-1.7001040923614137,-1.4835556851209835,-0.40381782519776244,-1.3585148475643685,-1.075278049252953,-1.2339904544163447
150,-1.2744293086106997,-1.5258798087791547,-2.000324071604205,-1.9179121655237439,-1.5196139417132382,-1.0120154422902916,-1.4773069900114975,-1.2473847576320265,-1.4857107921512842
151,-1.2396112907885535,-1.4246856763921203,-1.7414062601101334,-1.7430729646606211,-1.439184424113555,-0.3888517084857613,-1.2279981064634686,-1.3047199932771112,-1.0993057845992371
152,-1.0835601872521763,-1.4640681705405933,-1.840588098982907,-1.764159709654258,-1.542103492588482,-1.110345367482307,-1.2511164640563746,-1.0277979306029017,-1.156441630889332
153,-1.2420684615861413,-1.5730740361333688,-2.129166123598063,-1.8396539470792264,-1.4536028278815267,-1.5533651692249013,-1.1542011407637431,-1.1092233043278663,-1.3419943792164377
154,-1.1484170258739312,-1.6210467688035468,-1.9299448690870946,-1.7835037855397045,-1.6965206432487558,-0.7122407273479991,-1.3332415644383926,-1.2025470029537224,-1.4016768717188879
