,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
n,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0
lr_mse_train,0.0015635202481190387,0.0013355922945918655,0.0013220716342531812,0.0013024743214259424,0.001302090604899564,0.001304742788654917,0.0012975687924742189,0.0013049319312007702,0.001312628634989498,0.0013152327437380552,0.0013077542577563895,0.0013134556515796841,0.0013129144122747734,0.001308555765527559,0.0013108669125444163
