,pap_PredVol
332,0.0930380573327
333,0.0656390887195
334,0.0826667208779
335,0.104257992857
336,0.0772959708898
337,0.0886265316939
338,0.0823921142015
339,0.0616500408383
340,0.0602560681562
341,0.0907187315486
342,0.093763786344
343,0.0805675733093
344,0.118427022023
345,0.102323266418
346,0.0854264647611
347,0.0893905649035
348,0.0829028910999
349,0.0681092984495
350,0.0629680174688
351,0.0635831904687
352,0.0798863208005
353,0.137095550252
354,0.0612202738036
355,0.0738257118136
356,0.0869179318692
357,0.0944161903614
358,0.0930487762817
359,0.131367478846
360,0.0844722288626
361,0.0729731647767
362,0.0810730659775
363,0.0836289224133
364,0.114146640016
365,0.0797084209529
366,0.0779082451653
367,0.084505227612
368,0.0574634235043
369,0.0668441380411
370,0.0690027456881
371,0.13363984917
372,0.105922411865
373,0.0730518711084
374,0.0856546638456
375,0.0683935997798
376,0.0660449054439
377,0.0723981170061
378,0.075428191677
379,0.0930545270067
380,0.0965876478197
381,0.0836134101156
382,0.0875476130856
383,0.064871691673
384,0.102381176115
385,0.0850754060637
386,0.0817360937117
387,0.0861840917922
388,0.0758926911286
389,0.0870317091746
